record_type,role,model,comparator,rank,accuracy,accuracy_shared_bootstrap_se,accuracy_shared_bootstrap_ci95_low,accuracy_shared_bootstrap_ci95_high,balanced_accuracy,balanced_accuracy_shared_bootstrap_se,balanced_accuracy_shared_bootstrap_ci95_low,balanced_accuracy_shared_bootstrap_ci95_high,ece,ece_shared_bootstrap_se,ece_shared_bootstrap_ci95_low,ece_shared_bootstrap_ci95_high,nll,nll_shared_bootstrap_se,nll_shared_bootstrap_ci95_low,nll_shared_bootstrap_ci95_high,multiclass_brier,multiclass_brier_shared_bootstrap_se,multiclass_brier_shared_bootstrap_ci95_low,multiclass_brier_shared_bootstrap_ci95_high,parameter_count_median,inference_ms_per_trial_median,job_total_seconds_median,balanced_accuracy_difference,balanced_accuracy_difference_shared_bootstrap_se,balanced_accuracy_difference_shared_bootstrap_ci95_low,balanced_accuracy_difference_shared_bootstrap_ci95_high,sealed_tcformer_balanced_accuracy_difference,sealed_tcformer_fixed_suite_ci95_low,sealed_tcformer_fixed_suite_ci95_high,sealed_tcformer_bootstrap_resamples,sealed_tcformer_bootstrap_seed,sealed_tcformer_source_sha256,sign_flip_difference_statistic,sign_flip_one_sided_raw_p_value,sign_flip_all42_maxT_adjusted_p_value,datasets,subjects_total
model,leader,cardinal_fbc_compactdyn_scale025_extended,,1,0.740208618234,0.014631146751,0.710710690883,0.768061274137,0.739899991943,0.0146327895928,0.710392787219,0.767759753551,0.142850198209,0.00547338290347,0.13274879167,0.154118255744,0.626098454302,0.0279913656743,0.572615681012,0.682438687196,0.369218564737,0.0180793560807,0.334770785971,0.4056771087,32042,0.120956148021,3.65969695803,,,,,0.00673689804559,-0.00427259738316,0.0189925159529,100000,20530729,94dd7743bdefafa64a6874c132482c33e5278016369f5c69a06f4b1fc199c391,,,,5,132
model,compact,cardinal_dynamics_sinc_extended,,3,0.736742599376,0.0149404576931,0.706550955349,0.765124576183,0.736673542695,0.0149371404194,0.706468761801,0.765029420377,0.0908460721738,0.00297134092491,0.0851859834333,0.0968133810162,0.514906423814,0.0258515789116,0.465135244463,0.566477737315,0.329594537242,0.0166471303297,0.29757708679,0.36281698057,13523,0.0553981168196,2.18619933631,,,,,0.00351044879704,-0.00778386538649,0.0151817230277,100000,20350729,94dd7743bdefafa64a6874c132482c33e5278016369f5c69a06f4b1fc199c391,,,,5,132
model,fbcnet,fbcnet,,19,0.732403029892,0.0142306898622,0.703640884434,0.759550439165,0.732051513811,0.01423089246,0.703315656411,0.759176481724,0.142891060252,0.0048487514646,0.133667295923,0.152624018909,,,,,,,,,9218,0.0797610264271,1.91713253222,,,,,-0.00111158008658,-0.0121795775675,0.010864476233,100000,20430729,94dd7743bdefafa64a6874c132482c33e5278016369f5c69a06f4b1fc199c391,,,,5,132
model,cardinal_fbc,cardinal_fbc,,20,0.732358864695,0.0147277445743,0.702529736015,0.760370532266,0.732009646727,0.0147282279587,0.702199481563,0.760014708759,0.141891744068,0.00452021900936,0.13320079271,0.150966153666,,,,,,,,,9218,0.0873969634995,2.41479392629,,,,,-0.00115344717011,-0.0120051762425,0.010257888119,100000,20440729,94dd7743bdefafa64a6874c132482c33e5278016369f5c69a06f4b1fc199c391,,,,5,132
model,tcformer,tcformer,,12,0.733606307376,0.0174145481345,0.69813006806,0.766487046534,0.733163093898,0.0174155389821,0.697717242278,0.766036861907,0.069761901355,0.00468671245195,0.0611796340724,0.079447683891,0.503208645844,0.0309825148326,0.444568384693,0.565882553157,0.321244343488,0.0192036652809,0.284684108064,0.360013400441,75668,1.73896357883,42.9636110747,,,,,,,,,,,,,,5,132
leader_comparison,leader_minus_comparator,cardinal_fbc_compactdyn_scale025_extended,cardinal_dynamics_sinc_extended,,,,,,,,,,,,,,,,,,,,,,,,,0.00322644924855,0.00412046828587,-0.00472157303747,0.0114793468314,,,,,,,,,,5,132
leader_comparison,leader_minus_comparator,cardinal_fbc_compactdyn_scale025_extended,fbcnet,,,,,,,,,,,,,,,,,,,,,,,,,0.00784847813217,0.0026109689944,0.00273340313672,0.0129710583438,,,,,,,,,,5,132
leader_comparison,leader_minus_comparator,cardinal_fbc_compactdyn_scale025_extended,cardinal_fbc,,,,,,,,,,,,,,,,,,,,,,,,,0.00789034521571,0.00256523941632,0.00277333749919,0.0128316907609,,,,,,,,,,5,132
leader_comparison,leader_minus_comparator,cardinal_fbc_compactdyn_scale025_extended,tcformer,,,,,,,,,,,,,,,,,,,,,,,,,0.00673689804559,0.0059672181356,-0.0042189460154,0.0191349029191,,,,,,,0.00673689804559,0.152478475215,0.772302276977,5,132
