dataset,model,subject,seeds_averaged,test_trials_per_seed,accuracy,accuracy_defined_count,balanced_accuracy,balanced_accuracy_defined_count,chance_normalized_balanced_accuracy,chance_normalized_balanced_accuracy_defined_count,macro_f1,macro_f1_defined_count,cohen_kappa,cohen_kappa_defined_count,ovr_macro_auroc,ovr_macro_auroc_defined_count,nll,nll_defined_count,multiclass_brier,multiclass_brier_defined_count,ece,ece_defined_count
local_exp4,free_scope,4,5,60,0.85,5,0.85,5,0.7,5,0.849249818338454,5,0.7,5,0.9297777777777778,5,0.3551498102669387,5,0.21059913975043423,5,0.1000457582871119,5
local_exp4,free_scope,5,5,60,0.9666666666666666,5,0.9666666666666668,5,0.9333333333333333,5,0.9665232015270769,5,0.9333333333333333,5,0.9968888888888889,5,0.10850072463021296,5,0.05690907803209081,5,0.0591254891951879,5
local_exp4,free_scope,6,5,60,0.9733333333333333,5,0.9733333333333334,5,0.9466666666666667,5,0.973316649672905,5,0.9466666666666667,5,0.9964444444444445,5,0.09457002719718774,5,0.04794471741602117,5,0.05017316520214081,5
local_exp4,free_scope,7,5,60,0.5199999999999999,5,0.5199999999999999,5,0.040000000000000036,5,0.4763119936810639,5,0.039999999999999966,5,0.6135555555555555,5,0.8988172057528996,5,0.6211229587972609,5,0.2881640432278315,5
local_exp4,free_scope,8,5,60,0.5833333333333333,5,0.5833333333333333,5,0.16666666666666666,5,0.5403407863908334,5,0.16666666666666669,5,0.6719999999999999,5,0.6994690344854732,5,0.4984093612773718,5,0.1757038986682892,5
local_exp4,free_scope,10,5,60,0.8566666666666667,5,0.8566666666666667,5,0.7133333333333334,5,0.8565971534753556,5,0.7133333333333334,5,0.9422222222222224,5,0.3185680467939612,5,0.1973658282411987,5,0.07754019637902579,5
local_exp4,cardinal,1,5,60,0.7066666666666668,5,0.7066666666666668,5,0.4133333333333333,5,0.7009524408619969,5,0.4133333333333333,5,0.7893333333333332,5,0.5924768184230293,5,0.3962761319411504,5,0.14220178544521328,5
local_exp4,cardinal,3,5,60,0.8833333333333332,5,0.8833333333333332,5,0.7666666666666668,5,0.8830716335944366,5,0.7666666666666668,5,0.9640000000000001,5,0.25701472893719257,5,0.15906030888495337,5,0.09953739643096923,5
local_exp4,cardinal,4,5,60,0.8800000000000001,5,0.8799999999999999,5,0.76,5,0.8795388004431818,5,0.76,5,0.9511111111111111,5,0.3000161544145542,5,0.1837432674964517,5,0.0924949057896932,5
local_exp4,cardinal,5,5,60,0.95,5,0.95,5,0.9,5,0.9498521849915147,5,0.9,5,0.9977777777777778,5,0.14634660032643348,5,0.07787077693454826,5,0.0852483054002126,5
local_exp4,cardinal,6,5,60,0.9866666666666667,5,0.9866666666666667,5,0.9733333333333334,5,0.9866573986532534,5,0.9733333333333334,5,1.0,5,0.09167568809746376,5,0.04056433131276786,5,0.069680793484052,5
local_exp4,cardinal,7,5,60,0.6833333333333333,5,0.6833333333333333,5,0.3666666666666666,5,0.6817688697817429,5,0.3666666666666667,5,0.7246666666666666,5,0.669335453826216,5,0.4515037746435827,5,0.1574659478664398,5
local_exp4,cardinal,8,5,60,0.7266666666666667,5,0.7266666666666667,5,0.4533333333333333,5,0.6972423358496974,5,0.4533333333333333,5,0.8251111111111111,5,0.5053897794653853,5,0.34459415001471455,5,0.15846121768156685,5
local_exp4,cardinal,10,5,60,0.8966666666666667,5,0.8966666666666667,5,0.7933333333333333,5,0.895055540434712,5,0.7933333333333333,5,0.9797777777777779,5,0.27756830447423403,5,0.16489104319249392,5,0.11704009930292765,5
local_exp4,free_cardinal,1,5,60,0.78,5,0.78,5,0.5599999999999999,5,0.7764293413065763,5,0.56,5,0.8715555555555555,5,0.470631956567773,5,0.31009802334664577,5,0.10210992773373921,5
local_exp4,free_cardinal,3,5,60,0.9,5,0.9,5,0.8,5,0.899609857839355,5,0.8,5,0.9784444444444444,5,0.2322916226530297,5,0.13815513495423315,5,0.08924300074577332,5
local_exp4,free_cardinal,4,5,60,0.9,5,0.9,5,0.8,5,0.8998979589503671,5,0.8,5,0.9682222222222222,5,0.2639481562250058,5,0.15779523015186092,5,0.09281277040640513,5
local_exp4,free_cardinal,5,5,60,0.9866666666666667,5,0.9866666666666667,5,0.9733333333333334,5,0.9866573986532534,5,0.9733333333333334,5,1.0,5,0.08476027015842116,5,0.033136308770070726,5,0.06781259179115295,5
local_exp4,free_cardinal,6,5,60,0.9733333333333333,5,0.9733333333333334,5,0.9466666666666667,5,0.9733277762341391,5,0.9466666666666667,5,0.998,5,0.09524483716236144,5,0.045489057689401646,5,0.06175298611323039,5
local_exp4,free_cardinal,7,5,60,0.7166666666666666,5,0.7166666666666666,5,0.43333333333333324,5,0.7156268017454057,5,0.4333333333333333,5,0.8093333333333333,5,0.5344072816564188,5,0.3598072467015653,5,0.13175140877564745,5
