model,comparator,seed,dataset,subjects,balanced_accuracy_difference
cardinal_fbc_compactdyn_scale010,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.0019148303387433903
cardinal_fbc_compactdyn_scale010,tcformer,47,local_exp4,8,0.0041666666666666935
cardinal_fbc_compactdyn_scale010,tcformer,47,bnci2014_001,9,0.013117283950617287
cardinal_fbc_compactdyn_scale010,tcformer,47,bnci2014_004,9,-0.0021329365079365004
cardinal_fbc_compactdyn_scale010,tcformer,47,cho2017,52,0.010993589743589752
cardinal_fbc_compactdyn_scale010,tcformer,47,physionet_mi,54,0.0073437532676663125
cardinal_fbc_compactdyn_scale010,tcformer,47,EQUAL_DATASET_OVERALL,132,0.006697671424120709
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,local_exp4,8,-0.016666666666666663
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,bnci2014_001,9,0.06481481481481483
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,bnci2014_004,9,0.005505952380952405
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,cho2017,52,0.0024198717948717943
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,physionet_mi,54,-0.008157184334720567
cardinal_fbc_compactdyn_scale010_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.009583357597850358
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,local_exp4,8,-0.027083333333333348
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,bnci2014_001,9,0.014660493827160472
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,bnci2014_004,9,-0.019841269841269844
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,cho2017,52,0.0029967948717948703
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,physionet_mi,54,-0.015220353988469937
cardinal_fbc_compactdyn_scale010_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.008897533692823558
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,local_exp4,8,-0.012499999999999983
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,bnci2014_001,9,0.019290123456790115
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,bnci2014_004,9,-0.022172619047619056
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,cho2017,52,0.007147435897435884
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,physionet_mi,54,-0.022878892444109834
cardinal_fbc_compactdyn_scale010_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.006222790427500575
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,local_exp4,8,0.024999999999999994
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,bnci2014_001,9,0.007330246913580246
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,bnci2014_004,9,-0.004067460317460365
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,cho2017,52,0.0025641025641025637
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,physionet_mi,54,-0.00829856536378275
cardinal_fbc_compactdyn_scale010_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.004505664759287938
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,local_exp4,8,0.020833333333333343
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,bnci2014_001,9,0.015046296296296292
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,bnci2014_004,9,0.007490079365079351
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,cho2017,52,0.011282051282051288
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,physionet_mi,54,0.005965887306467011
cardinal_fbc_compactdyn_scale010_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.012123529516645457
cardinal_fbc_compactdyn_scale025,tcformer,7,local_exp4,8,-0.03541666666666668
cardinal_fbc_compactdyn_scale025,tcformer,7,bnci2014_001,9,0.06790123456790126
cardinal_fbc_compactdyn_scale025,tcformer,7,bnci2014_004,9,-0.02911706349206347
cardinal_fbc_compactdyn_scale025,tcformer,7,cho2017,52,0.017019230769230762
cardinal_fbc_compactdyn_scale025,tcformer,7,physionet_mi,54,-0.012999430118995344
cardinal_fbc_compactdyn_scale025,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0014774610118813056
cardinal_fbc_compactdyn_scale025,tcformer,17,local_exp4,8,-0.022916666666666682
cardinal_fbc_compactdyn_scale025,tcformer,17,bnci2014_001,9,0.020833333333333315
cardinal_fbc_compactdyn_scale025,tcformer,17,bnci2014_004,9,-0.01870039682539683
cardinal_fbc_compactdyn_scale025,tcformer,17,cho2017,52,0.009535256410256408
cardinal_fbc_compactdyn_scale025,tcformer,17,physionet_mi,54,-0.026558502554879352
cardinal_fbc_compactdyn_scale025,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.007561395260670628
cardinal_fbc_compactdyn_scale025,tcformer,27,local_exp4,8,-0.027083333333333334
cardinal_fbc_compactdyn_scale025,tcformer,27,bnci2014_001,9,0.027006172839506164
cardinal_fbc_compactdyn_scale025,tcformer,27,bnci2014_004,9,-0.011507936507936498
cardinal_fbc_compactdyn_scale025,tcformer,27,cho2017,52,0.013814102564102558
cardinal_fbc_compactdyn_scale025,tcformer,27,physionet_mi,54,-0.03060496267018005
cardinal_fbc_compactdyn_scale025,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.005675191421568232
cardinal_fbc_compactdyn_scale025,tcformer,37,local_exp4,8,0.008333333333333318
cardinal_fbc_compactdyn_scale025,tcformer,37,bnci2014_001,9,0.020833333333333332
cardinal_fbc_compactdyn_scale025,tcformer,37,bnci2014_004,9,0.006299603174603134
cardinal_fbc_compactdyn_scale025,tcformer,37,cho2017,52,0.013509615384615379
cardinal_fbc_compactdyn_scale025,tcformer,37,physionet_mi,54,-0.011827644979818893
cardinal_fbc_compactdyn_scale025,tcformer,37,EQUAL_DATASET_OVERALL,132,0.007429648049213254
cardinal_fbc_compactdyn_scale025,tcformer,47,local_exp4,8,-0.002083333333333312
cardinal_fbc_compactdyn_scale025,tcformer,47,bnci2014_001,9,0.018518518518518504
cardinal_fbc_compactdyn_scale025,tcformer,47,bnci2014_004,9,0.008134920634920625
cardinal_fbc_compactdyn_scale025,tcformer,47,cho2017,52,0.02241987179487179
cardinal_fbc_compactdyn_scale025,tcformer,47,physionet_mi,54,0.0006877348362855506
cardinal_fbc_compactdyn_scale025,tcformer,47,EQUAL_DATASET_OVERALL,132,0.009535542490252633
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,local_exp4,8,-0.012499999999999997
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,bnci2014_001,9,0.06944444444444443
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,bnci2014_004,9,-0.007589285714285693
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,cho2017,52,0.014535256410256398
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,physionet_mi,54,-0.017857578545984343
cardinal_fbc_compactdyn_scale025_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.009206567318886161
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,local_exp4,8,-0.02083333333333333
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,bnci2014_001,9,0.023919753086419786
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,bnci2014_004,9,-0.017956349206349215
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,cho2017,52,0.013429487179487169
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,physionet_mi,54,-0.018580822022851013
cardinal_fbc_compactdyn_scale025_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.004004252859325321
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,local_exp4,8,-0.004166666666666652
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,bnci2014_001,9,0.029320987654320983
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,bnci2014_004,9,-0.008680555555555537
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,cho2017,52,0.02197115384615385
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,physionet_mi,54,-0.027949657025743976
cardinal_fbc_compactdyn_scale025_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,0.0020990524505017337
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,local_exp4,8,0.01874999999999999
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,bnci2014_001,9,0.0177469135802469
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,bnci2014_004,9,0.012152777777777766
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,cho2017,52,0.015689102564102556
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,physionet_mi,54,-0.006397437103958847
cardinal_fbc_compactdyn_scale025_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.01158827136363367
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,local_exp4,8,0.020833333333333356
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,bnci2014_001,9,0.013503086419753087
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,bnci2014_004,9,0.01825396825396826
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,cho2017,52,0.023365384615384614
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,physionet_mi,54,-0.0019815128510780704
cardinal_fbc_compactdyn_scale025_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.014794851954272251
cardinal_fbc_micro,tcformer,7,local_exp4,8,-0.04791666666666669
cardinal_fbc_micro,tcformer,7,bnci2014_001,9,0.06327160493827164
cardinal_fbc_micro,tcformer,7,bnci2014_004,9,-0.00510912698412696
cardinal_fbc_micro,tcformer,7,cho2017,52,0.006634615384615387
cardinal_fbc_micro,tcformer,7,physionet_mi,54,-0.004980576991446554
cardinal_fbc_micro,tcformer,7,EQUAL_DATASET_OVERALL,132,0.002379969936129364
cardinal_fbc_micro,tcformer,17,local_exp4,8,-0.03749999999999998
cardinal_fbc_micro,tcformer,17,bnci2014_001,9,0.020447530864197514
cardinal_fbc_micro,tcformer,17,bnci2014_004,9,-0.007638888888888886
cardinal_fbc_micro,tcformer,17,cho2017,52,0.0020192307692307623
cardinal_fbc_micro,tcformer,17,physionet_mi,54,-0.012822104760510558
cardinal_fbc_micro,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.007098846403194229
cardinal_fbc_micro,tcformer,27,local_exp4,8,-0.027083333333333348
cardinal_fbc_micro,tcformer,27,bnci2014_001,9,0.02430555555555553
cardinal_fbc_micro,tcformer,27,bnci2014_004,9,0.006001984126984143
cardinal_fbc_micro,tcformer,27,cho2017,52,0.0034775641025641007
cardinal_fbc_micro,tcformer,27,physionet_mi,54,-0.02735036702428007
cardinal_fbc_micro,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.004129719314501928
cardinal_fbc_micro,tcformer,37,local_exp4,8,0.00416666666666668
cardinal_fbc_micro,tcformer,37,bnci2014_001,9,0.01929012345679014
cardinal_fbc_micro,tcformer,37,bnci2014_004,9,-0.019047619047619067
cardinal_fbc_micro,tcformer,37,cho2017,52,0.002227564102564106
cardinal_fbc_micro,tcformer,37,physionet_mi,54,-0.001786106405671621
cardinal_fbc_micro,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0009701257545460475
cardinal_fbc_micro,tcformer,47,local_exp4,8,0.0020833333333333814
cardinal_fbc_micro,tcformer,47,bnci2014_001,9,0.010030864197530853
cardinal_fbc_micro,tcformer,47,bnci2014_004,9,0.006547619047619018
cardinal_fbc_micro,tcformer,47,cho2017,52,0.01048076923076924
cardinal_fbc_micro,tcformer,47,physionet_mi,54,0.004097435709754555
cardinal_fbc_micro,tcformer,47,EQUAL_DATASET_OVERALL,132,0.006648004303801409
cardinal_fbc_micro_extended,tcformer,7,local_exp4,8,-0.022916666666666682
cardinal_fbc_micro_extended,tcformer,7,bnci2014_001,9,0.06635802469135804
cardinal_fbc_micro_extended,tcformer,7,bnci2014_004,9,-0.03273809523809523
cardinal_fbc_micro_extended,tcformer,7,cho2017,52,0.006490384615384617
cardinal_fbc_micro_extended,tcformer,7,physionet_mi,54,-0.010733630298847689
cardinal_fbc_micro_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.001292003420626611
cardinal_fbc_micro_extended,tcformer,17,local_exp4,8,-0.02499999999999998
cardinal_fbc_micro_extended,tcformer,17,bnci2014_001,9,0.013117283950617255
cardinal_fbc_micro_extended,tcformer,17,bnci2014_004,9,-0.019543650793650797
cardinal_fbc_micro_extended,tcformer,17,cho2017,52,0.005897435897435882
cardinal_fbc_micro_extended,tcformer,17,physionet_mi,54,-0.022460849000704077
cardinal_fbc_micro_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.009597955989260342
cardinal_fbc_micro_extended,tcformer,27,local_exp4,8,-0.014583333333333323
cardinal_fbc_micro_extended,tcformer,27,bnci2014_001,9,0.026234567901234573
cardinal_fbc_micro_extended,tcformer,27,bnci2014_004,9,-0.011904761904761894
cardinal_fbc_micro_extended,tcformer,27,cho2017,52,0.010496794871794878
cardinal_fbc_micro_extended,tcformer,27,physionet_mi,54,-0.032961821458198266
cardinal_fbc_micro_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.004543710784652806
cardinal_fbc_micro_extended,tcformer,37,local_exp4,8,0.020833333333333343
cardinal_fbc_micro_extended,tcformer,37,bnci2014_001,9,0.02006172839506172
cardinal_fbc_micro_extended,tcformer,37,bnci2014_004,9,-0.02519841269841272
cardinal_fbc_micro_extended,tcformer,37,cho2017,52,0.002243589743589729
cardinal_fbc_micro_extended,tcformer,37,physionet_mi,54,-0.004688229778809489
cardinal_fbc_micro_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0026504017989525167
cardinal_fbc_micro_extended,tcformer,47,local_exp4,8,0.018750000000000017
cardinal_fbc_micro_extended,tcformer,47,bnci2014_001,9,0.009259259259259276
cardinal_fbc_micro_extended,tcformer,47,bnci2014_004,9,0.0003968253968254139
cardinal_fbc_micro_extended,tcformer,47,cho2017,52,0.013333333333333343
cardinal_fbc_micro_extended,tcformer,47,physionet_mi,54,-0.00020477375549839808
cardinal_fbc_micro_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.00830692884678393
cardinal_fbc_physical,tcformer,7,local_exp4,8,-0.03750000000000002
cardinal_fbc_physical,tcformer,7,bnci2014_001,9,0.062499999999999986
cardinal_fbc_physical,tcformer,7,bnci2014_004,9,-0.01666666666666667
cardinal_fbc_physical,tcformer,7,cho2017,52,0.008878205128205127
cardinal_fbc_physical,tcformer,7,physionet_mi,54,-0.014677267847557697
cardinal_fbc_physical,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0005068541227961455
cardinal_fbc_physical,tcformer,17,local_exp4,8,-0.03749999999999998
cardinal_fbc_physical,tcformer,17,bnci2014_001,9,0.020447530864197525
cardinal_fbc_physical,tcformer,17,bnci2014_004,9,-0.009275793650793673
cardinal_fbc_physical,tcformer,17,cho2017,52,-0.005961538461538467
cardinal_fbc_physical,tcformer,17,physionet_mi,54,-0.023656379181741505
cardinal_fbc_physical,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.011189236085975222
cardinal_fbc_physical,tcformer,27,local_exp4,8,-0.02083333333333337
cardinal_fbc_physical,tcformer,27,bnci2014_001,9,0.023533950617283955
cardinal_fbc_physical,tcformer,27,bnci2014_004,9,-0.0041170634920634774
cardinal_fbc_physical,tcformer,27,cho2017,52,0.007916666666666676
cardinal_fbc_physical,tcformer,27,physionet_mi,54,-0.026332815734989638
cardinal_fbc_physical,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.003966519055287171
cardinal_fbc_physical,tcformer,37,local_exp4,8,-0.006249999999999992
cardinal_fbc_physical,tcformer,37,bnci2014_001,9,0.014660493827160491
cardinal_fbc_physical,tcformer,37,bnci2014_004,9,-0.004712301587301589
cardinal_fbc_physical,tcformer,37,cho2017,52,0.006121794871794868
cardinal_fbc_physical,tcformer,37,physionet_mi,54,-0.006181117594161067
cardinal_fbc_physical,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0007277739034985423
cardinal_fbc_physical,tcformer,47,local_exp4,8,0.01666666666666669
cardinal_fbc_physical,tcformer,47,bnci2014_001,9,0.01620370370370372
cardinal_fbc_physical,tcformer,47,bnci2014_004,9,0.011408730158730162
cardinal_fbc_physical,tcformer,47,cho2017,52,0.011362179487179483
cardinal_fbc_physical,tcformer,47,physionet_mi,54,-0.0033863915204495015
cardinal_fbc_physical,tcformer,47,EQUAL_DATASET_OVERALL,132,0.01045097769916611
cardinal_fbc_physical_extended,tcformer,7,local_exp4,8,-0.027083333333333348
cardinal_fbc_physical_extended,tcformer,7,bnci2014_001,9,0.06327160493827161
cardinal_fbc_physical_extended,tcformer,7,bnci2014_004,9,-0.002728174603174575
cardinal_fbc_physical_extended,tcformer,7,cho2017,52,0.00514423076923077
cardinal_fbc_physical_extended,tcformer,7,physionet_mi,54,-0.006975814041031433
cardinal_fbc_physical_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.006325702745992605
cardinal_fbc_physical_extended,tcformer,17,local_exp4,8,-0.014583333333333323
cardinal_fbc_physical_extended,tcformer,17,bnci2014_001,9,0.02121913580246913
cardinal_fbc_physical_extended,tcformer,17,bnci2014_004,9,-0.024503968253968264
cardinal_fbc_physical_extended,tcformer,17,cho2017,52,0.0019711538461538425
cardinal_fbc_physical_extended,tcformer,17,physionet_mi,54,-0.02186264822134388
cardinal_fbc_physical_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.007551932032004499
cardinal_fbc_physical_extended,tcformer,27,local_exp4,8,-0.010416666666666671
cardinal_fbc_physical_extended,tcformer,27,bnci2014_001,9,0.021219135802469116
cardinal_fbc_physical_extended,tcformer,27,bnci2014_004,9,-0.011111111111111115
cardinal_fbc_physical_extended,tcformer,27,cho2017,52,0.011282051282051293
cardinal_fbc_physical_extended,tcformer,27,physionet_mi,54,-0.023077348711406678
cardinal_fbc_physical_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.002420787880932811
cardinal_fbc_physical_extended,tcformer,37,local_exp4,8,0.014583333333333323
cardinal_fbc_physical_extended,tcformer,37,bnci2014_001,9,0.005787037037037041
cardinal_fbc_physical_extended,tcformer,37,bnci2014_004,9,0.005357142857142826
cardinal_fbc_physical_extended,tcformer,37,cho2017,52,0.003092948717948721
cardinal_fbc_physical_extended,tcformer,37,physionet_mi,54,-0.01031014074492335
cardinal_fbc_physical_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.003702064240107712
cardinal_fbc_physical_extended,tcformer,47,local_exp4,8,0.016666666666666677
cardinal_fbc_physical_extended,tcformer,47,bnci2014_001,9,0.008487654320987649
cardinal_fbc_physical_extended,tcformer,47,bnci2014_004,9,0.013839285714285714
cardinal_fbc_physical_extended,tcformer,47,cho2017,52,0.010576923076923083
cardinal_fbc_physical_extended,tcformer,47,physionet_mi,54,0.00481414385399892
cardinal_fbc_physical_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.010876934726572408
eegtcnet,tcformer,7,local_exp4,8,-0.20208333333333328
eegtcnet,tcformer,7,bnci2014_001,9,-0.18904320987654322
eegtcnet,tcformer,7,bnci2014_004,9,-0.16076388888888887
eegtcnet,tcformer,7,cho2017,52,-0.1082532051282051
eegtcnet,tcformer,7,physionet_mi,54,-0.025389549393172586
eegtcnet,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.13710663732402864
eegtcnet,tcformer,17,local_exp4,8,-0.29375
eegtcnet,tcformer,17,bnci2014_001,9,-0.2789351851851852
eegtcnet,tcformer,17,bnci2014_004,9,-0.008928571428571471
eegtcnet,tcformer,17,cho2017,52,-0.12057692307692308
eegtcnet,tcformer,17,physionet_mi,54,-0.04453437062132715
eegtcnet,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.1493450100624014
eegtcnet,tcformer,27,local_exp4,8,-0.09166666666666667
eegtcnet,tcformer,27,bnci2014_001,9,-0.2878086419753087
eegtcnet,tcformer,27,bnci2014_004,9,-0.005902777777777781
eegtcnet,tcformer,27,cho2017,52,-0.18509615384615388
eegtcnet,tcformer,27,physionet_mi,54,-0.06260347609985291
eegtcnet,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.126615543273152
eegtcnet,tcformer,37,local_exp4,8,-0.35625
eegtcnet,tcformer,37,bnci2014_001,9,-0.19598765432098764
eegtcnet,tcformer,37,bnci2014_004,9,-0.0527777777777778
eegtcnet,tcformer,37,cho2017,52,-0.12576923076923074
eegtcnet,tcformer,37,physionet_mi,54,-0.02012359621055273
eegtcnet,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.1501816518157098
eegtcnet,tcformer,47,local_exp4,8,-0.07499999999999997
eegtcnet,tcformer,47,bnci2014_001,9,-0.28086419753086417
eegtcnet,tcformer,47,bnci2014_004,9,-0.01498015873015872
eegtcnet,tcformer,47,cho2017,52,-0.09661858974358974
eegtcnet,tcformer,47,physionet_mi,54,-0.014092573422283572
eegtcnet,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.09631110388537924
fbmsnet,tcformer,7,local_exp4,8,-0.010416666666666685
fbmsnet,tcformer,7,bnci2014_001,9,0.054398148148148126
fbmsnet,tcformer,7,bnci2014_004,9,-0.00421626984126982
fbmsnet,tcformer,7,cho2017,52,-0.0016025641025641075
fbmsnet,tcformer,7,physionet_mi,54,0.011715455103136261
fbmsnet,tcformer,7,EQUAL_DATASET_OVERALL,132,0.009975620528156755
fbmsnet,tcformer,17,local_exp4,8,-0.029166666666666646
fbmsnet,tcformer,17,bnci2014_001,9,0.004629629629629613
fbmsnet,tcformer,17,bnci2014_004,9,-0.02301587301587303
fbmsnet,tcformer,17,cho2017,52,-0.003926282051282062
fbmsnet,tcformer,17,physionet_mi,54,-0.022412487539299128
fbmsnet,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.014778335928698252
fbmsnet,tcformer,27,local_exp4,8,-0.008333333333333345
fbmsnet,tcformer,27,bnci2014_001,9,0.013888888888888914
fbmsnet,tcformer,27,bnci2014_004,9,-0.004315476190476187
fbmsnet,tcformer,27,cho2017,52,-0.005432692307692321
fbmsnet,tcformer,27,physionet_mi,54,-0.014533054841025848
fbmsnet,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.0037451335567277575
fbmsnet,tcformer,37,local_exp4,8,0.02291666666666667
fbmsnet,tcformer,37,bnci2014_001,9,0.00771604938271604
fbmsnet,tcformer,37,bnci2014_004,9,0.014236111111111104
fbmsnet,tcformer,37,cho2017,52,-0.0020512820512820604
fbmsnet,tcformer,37,physionet_mi,54,-0.0021542634767272397
fbmsnet,tcformer,37,EQUAL_DATASET_OVERALL,132,0.008132656326496903
fbmsnet,tcformer,47,local_exp4,8,0.012500000000000025
fbmsnet,tcformer,47,bnci2014_001,9,0.01118827160493827
fbmsnet,tcformer,47,bnci2014_004,9,-0.0086805555555556
fbmsnet,tcformer,47,cho2017,52,-0.013733974358974353
fbmsnet,tcformer,47,physionet_mi,54,0.0010530599298715184
fbmsnet,tcformer,47,EQUAL_DATASET_OVERALL,132,0.00046536032405597206
cardinal_fbms,tcformer,7,local_exp4,8,-0.018750000000000044
cardinal_fbms,tcformer,7,bnci2014_001,9,0.05516975308641973
cardinal_fbms,tcformer,7,bnci2014_004,9,-0.007638888888888862
cardinal_fbms,tcformer,7,cho2017,52,-0.001538461538461542
cardinal_fbms,tcformer,7,physionet_mi,54,0.011294579682260839
cardinal_fbms,tcformer,7,EQUAL_DATASET_OVERALL,132,0.007707396468266024
cardinal_fbms,tcformer,17,local_exp4,8,-0.03958333333333336
cardinal_fbms,tcformer,17,bnci2014_001,9,0.005401234567901215
cardinal_fbms,tcformer,17,bnci2014_004,9,-0.025843253968254005
cardinal_fbms,tcformer,17,cho2017,52,-0.005144230769230784
cardinal_fbms,tcformer,17,physionet_mi,54,-0.022412487539299128
cardinal_fbms,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.01751641420844321
cardinal_fbms,tcformer,27,local_exp4,8,-0.031250000000000014
cardinal_fbms,tcformer,27,bnci2014_001,9,0.015817901234567906
cardinal_fbms,tcformer,27,bnci2014_004,9,-0.006795634920634921
cardinal_fbms,tcformer,27,cho2017,52,-0.005480769230769241
cardinal_fbms,tcformer,27,physionet_mi,54,-0.015849052986734138
cardinal_fbms,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.008711511180714082
cardinal_fbms,tcformer,37,local_exp4,8,-0.006250000000000019
cardinal_fbms,tcformer,37,bnci2014_001,9,0.012731481481481474
cardinal_fbms,tcformer,37,bnci2014_004,9,0.014980158730158726
cardinal_fbms,tcformer,37,cho2017,52,-0.000833333333333342
cardinal_fbms,tcformer,37,physionet_mi,54,-0.0009062327902907533
cardinal_fbms,tcformer,37,EQUAL_DATASET_OVERALL,132,0.003944414817603217
cardinal_fbms,tcformer,47,local_exp4,8,-0.004166666666666652
cardinal_fbms,tcformer,47,bnci2014_001,9,0.012345679012345671
cardinal_fbms,tcformer,47,bnci2014_004,9,-0.008333333333333384
cardinal_fbms,tcformer,47,cho2017,52,-0.013221153846153839
cardinal_fbms,tcformer,47,physionet_mi,54,0.0010914005479222802
cardinal_fbms,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.0024568148571771846
cardinal_fbms_extended,tcformer,7,local_exp4,8,-0.010416666666666685
cardinal_fbms_extended,tcformer,7,bnci2014_001,9,0.05478395061728393
cardinal_fbms_extended,tcformer,7,bnci2014_004,9,-0.003124999999999983
cardinal_fbms_extended,tcformer,7,cho2017,52,-0.002403846153846154
cardinal_fbms_extended,tcformer,7,physionet_mi,54,0.011316146279914393
cardinal_fbms_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0100309168153371
cardinal_fbms_extended,tcformer,17,local_exp4,8,-0.031249999999999986
cardinal_fbms_extended,tcformer,17,bnci2014_001,9,0.0050154320987654145
cardinal_fbms_extended,tcformer,17,bnci2014_004,9,-0.02619047619047621
cardinal_fbms_extended,tcformer,17,cho2017,52,-0.004391025641025651
cardinal_fbms_extended,tcformer,17,physionet_mi,54,-0.022776723410781383
cardinal_fbms_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.015918558628703564
cardinal_fbms_extended,tcformer,27,local_exp4,8,-0.008333333333333345
cardinal_fbms_extended,tcformer,27,bnci2014_001,9,0.015817901234567895
cardinal_fbms_extended,tcformer,27,bnci2014_004,9,-0.005803571428571432
cardinal_fbms_extended,tcformer,27,cho2017,52,-0.006538461538461552
cardinal_fbms_extended,tcformer,27,physionet_mi,54,-0.015025601076325707
cardinal_fbms_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.003976613228424829
cardinal_fbms_extended,tcformer,37,local_exp4,8,0.01874999999999999
cardinal_fbms_extended,tcformer,37,bnci2014_001,9,0.01195987654320987
cardinal_fbms_extended,tcformer,37,bnci2014_004,9,0.011805555555555526
cardinal_fbms_extended,tcformer,37,cho2017,52,0.00024038461538460813
cardinal_fbms_extended,tcformer,37,physionet_mi,54,-0.0008330370649211142
cardinal_fbms_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.008384555929845775
cardinal_fbms_extended,tcformer,47,local_exp4,8,0.014583333333333351
cardinal_fbms_extended,tcformer,47,bnci2014_001,9,0.012731481481481474
cardinal_fbms_extended,tcformer,47,bnci2014_004,9,0.0037202380952380573
cardinal_fbms_extended,tcformer,47,cho2017,52,-0.012916666666666672
cardinal_fbms_extended,tcformer,47,physionet_mi,54,0.0014922342820893485
cardinal_fbms_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.003922124105095112
cardinal_mix,tcformer,7,local_exp4,8,-0.09375
cardinal_mix,tcformer,7,bnci2014_001,9,0.026234567901234542
cardinal_mix,tcformer,7,bnci2014_004,9,-0.004315476190476181
cardinal_mix,tcformer,7,cho2017,52,-0.019022435897435897
