model,comparator,seed,dataset,subjects,balanced_accuracy_difference
deep4,tcformer,37,bnci2014_004,9,-0.07341269841269844
deep4,tcformer,37,cho2017,52,-0.1427724358974359
deep4,tcformer,37,physionet_mi,54,-0.04089767586144398
deep4,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.17603075956517988
deep4,tcformer,47,local_exp4,8,-0.22499999999999998
deep4,tcformer,47,bnci2014_001,9,-0.44058641975308643
deep4,tcformer,47,bnci2014_004,9,-0.0691468253968254
deep4,tcformer,47,cho2017,52,-0.149599358974359
deep4,tcformer,47,physionet_mi,54,-0.02968674843674844
deep4,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.18280387051220384
eegconformer,tcformer,7,local_exp4,8,-0.03333333333333334
eegconformer,tcformer,7,bnci2014_001,9,-0.07291666666666664
eegconformer,tcformer,7,bnci2014_004,9,-0.01294642857142855
eegconformer,tcformer,7,cho2017,52,-0.038846153846153836
eegconformer,tcformer,7,physionet_mi,54,0.017161783466131283
eegconformer,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.028176159790290218
eegconformer,tcformer,17,local_exp4,8,-0.035416666666666666
eegconformer,tcformer,17,bnci2014_001,9,-0.13155864197530864
eegconformer,tcformer,17,bnci2014_004,9,0.0053075396825396455
eegconformer,tcformer,17,cho2017,52,-0.04003205128205129
eegconformer,tcformer,17,physionet_mi,54,0.019013025353605075
eegconformer,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.03653735897757637
eegconformer,tcformer,27,local_exp4,8,-0.035416666666666666
eegconformer,tcformer,27,bnci2014_001,9,-0.10300925925925924
eegconformer,tcformer,27,bnci2014_004,9,0.014037698412698425
eegconformer,tcformer,27,cho2017,52,-0.03131410256410257
eegconformer,tcformer,27,physionet_mi,54,0.013595234609727377
eegconformer,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.028421419093520528
eegconformer,tcformer,37,local_exp4,8,-0.008333333333333318
eegconformer,tcformer,37,bnci2014_001,9,-0.12384259259259262
eegconformer,tcformer,37,bnci2014_004,9,-0.01979166666666669
eegconformer,tcformer,37,cho2017,52,-0.028429487179487182
eegconformer,tcformer,37,physionet_mi,54,0.01256504834403385
eegconformer,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.03356640628560918
eegconformer,tcformer,47,local_exp4,8,2.7755575615628914e-17
eegconformer,tcformer,47,bnci2014_001,9,-0.09760802469135804
eegconformer,tcformer,47,bnci2014_004,9,0.023412698412698423
eegconformer,tcformer,47,cho2017,52,-0.03849358974358973
eegconformer,tcformer,47,physionet_mi,54,0.015763004440540667
eegconformer,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.019385182316341728
eegconformer_compact,tcformer,7,local_exp4,8,-0.052083333333333356
eegconformer_compact,tcformer,7,bnci2014_001,9,-0.04706790123456787
eegconformer_compact,tcformer,7,bnci2014_004,9,0.0016369047619047992
eegconformer_compact,tcformer,7,cho2017,52,-0.049342948717948726
eegconformer_compact,tcformer,7,physionet_mi,54,0.02508914193696803
eegconformer_compact,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.024353627317395425
eegconformer_compact,tcformer,17,local_exp4,8,-0.05000000000000002
eegconformer_compact,tcformer,17,bnci2014_001,9,-0.12114197530864196
eegconformer_compact,tcformer,17,bnci2014_004,9,-0.006498015873015881
eegconformer_compact,tcformer,17,cho2017,52,-0.038397435897435904
eegconformer_compact,tcformer,17,physionet_mi,54,0.015581975726903263
eegconformer_compact,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.0400910902704381
eegconformer_compact,tcformer,27,local_exp4,8,-0.03541666666666668
eegconformer_compact,tcformer,27,bnci2014_001,9,-0.16049382716049385
eegconformer_compact,tcformer,27,bnci2014_004,9,0.0011408730158729995
eegconformer_compact,tcformer,27,cho2017,52,-0.036666666666666674
eegconformer_compact,tcformer,27,physionet_mi,54,-0.00277446654258247
eegconformer_compact,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.046842150804107335
eegconformer_compact,tcformer,37,local_exp4,8,-0.022916666666666682
eegconformer_compact,tcformer,37,bnci2014_001,9,-0.06558641975308639
eegconformer_compact,tcformer,37,bnci2014_004,9,-0.007242063492063491
eegconformer_compact,tcformer,37,cho2017,52,-0.03392628205128206
eegconformer_compact,tcformer,37,physionet_mi,54,0.032743759193034565
eegconformer_compact,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.01938553455401281
eegconformer_compact,tcformer,47,local_exp4,8,-0.03125
eegconformer_compact,tcformer,47,bnci2014_001,9,-0.0949074074074074
eegconformer_compact,tcformer,47,bnci2014_004,9,-0.003720238095238094
eegconformer_compact,tcformer,47,cho2017,52,-0.04126602564102563
eegconformer_compact,tcformer,47,physionet_mi,54,0.01818260242173286
eegconformer_compact,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.03059221374438765
atcnet,tcformer,7,local_exp4,8,-0.03541666666666668
atcnet,tcformer,7,bnci2014_001,9,-0.0659722222222222
atcnet,tcformer,7,bnci2014_004,9,0.005059523809523841
atcnet,tcformer,7,cho2017,52,-0.036506410256410264
atcnet,tcformer,7,physionet_mi,54,0.025145999330781935
atcnet,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.02153795520099867
atcnet,tcformer,17,local_exp4,8,-0.13541666666666666
atcnet,tcformer,17,bnci2014_001,9,-0.08873456790123462
atcnet,tcformer,17,bnci2014_004,9,-0.012847222222222232
atcnet,tcformer,17,cho2017,52,-0.03980769230769232
atcnet,tcformer,17,physionet_mi,54,0.0011979264696656041
atcnet,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.055121644525630044
atcnet,tcformer,27,local_exp4,8,-0.06250000000000001
atcnet,tcformer,27,bnci2014_001,9,-0.11265432098765432
atcnet,tcformer,27,bnci2014_004,9,0.004662698412698427
atcnet,tcformer,27,cho2017,52,-0.04679487179487179
atcnet,tcformer,27,physionet_mi,54,-0.015514661800893677
atcnet,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.046560231234144274
atcnet,tcformer,37,local_exp4,8,-0.033333333333333326
atcnet,tcformer,37,bnci2014_001,9,-0.11265432098765432
atcnet,tcformer,37,bnci2014_004,9,-0.0012896825396825722
atcnet,tcformer,37,cho2017,52,-0.04035256410256411
atcnet,tcformer,37,physionet_mi,54,-0.0008432757526960488
atcnet,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.037694635343186074
atcnet,tcformer,47,local_exp4,8,-0.09791666666666664
atcnet,tcformer,47,bnci2014_001,9,-0.10069444444444448
atcnet,tcformer,47,bnci2014_004,9,0.011904761904761906
atcnet,tcformer,47,cho2017,52,-0.04770833333333334
atcnet,tcformer,47,physionet_mi,54,0.0024751483084816434
atcnet,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.04638790684624018
atcnet_aggressive_pool,tcformer,7,local_exp4,8,-0.07916666666666669
atcnet_aggressive_pool,tcformer,7,bnci2014_001,9,-0.07175925925925926
atcnet_aggressive_pool,tcformer,7,bnci2014_004,9,0.0031250000000000197
atcnet_aggressive_pool,tcformer,7,cho2017,52,-0.05209935897435898
atcnet_aggressive_pool,tcformer,7,physionet_mi,54,0.007337871468306241
atcnet_aggressive_pool,tcformer,7,EQUAL_DATASET_OVERALL,132,-0.03851248268639574
atcnet_aggressive_pool,tcformer,17,local_exp4,8,-0.04791666666666666
atcnet_aggressive_pool,tcformer,17,bnci2014_001,9,-0.1030092592592593
atcnet_aggressive_pool,tcformer,17,bnci2014_004,9,-0.02306547619047622
atcnet_aggressive_pool,tcformer,17,cho2017,52,-0.057884615384615395
atcnet_aggressive_pool,tcformer,17,physionet_mi,54,-0.020282840482115844
atcnet_aggressive_pool,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.050431771596626686
atcnet_aggressive_pool,tcformer,27,local_exp4,8,-0.09166666666666667
atcnet_aggressive_pool,tcformer,27,bnci2014_001,9,-0.10686728395061727
atcnet_aggressive_pool,tcformer,27,bnci2014_004,9,-0.0015873015873015756
atcnet_aggressive_pool,tcformer,27,cho2017,52,-0.06030448717948718
atcnet_aggressive_pool,tcformer,27,physionet_mi,54,-0.02036649273968114
atcnet_aggressive_pool,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.05615844642475078
atcnet_aggressive_pool,tcformer,37,local_exp4,8,0.018749999999999975
atcnet_aggressive_pool,tcformer,37,bnci2014_001,9,-0.1338734567901235
atcnet_aggressive_pool,tcformer,37,bnci2014_004,9,0.0029761904761904778
atcnet_aggressive_pool,tcformer,37,cho2017,52,-0.06150641025641025
atcnet_aggressive_pool,tcformer,37,physionet_mi,54,-0.008718569406975204
atcnet_aggressive_pool,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.03647444919546371
atcnet_aggressive_pool,tcformer,47,local_exp4,8,-0.024999999999999994
atcnet_aggressive_pool,tcformer,47,bnci2014_001,9,-0.1076388888888889
atcnet_aggressive_pool,tcformer,47,bnci2014_004,9,0.016716269841269844
atcnet_aggressive_pool,tcformer,47,cho2017,52,-0.06780448717948716
atcnet_aggressive_pool,tcformer,47,physionet_mi,54,-0.004540749105966495
atcnet_aggressive_pool,tcformer,47,EQUAL_DATASET_OVERALL,132,-0.03765357106661454
fbcnet,tcformer,7,local_exp4,8,-0.024999999999999994
fbcnet,tcformer,7,bnci2014_001,9,0.06635802469135806
fbcnet,tcformer,7,bnci2014_004,9,-0.01349206349206348
fbcnet,tcformer,7,cho2017,52,-0.0027403846153846176
fbcnet,tcformer,7,physionet_mi,54,-0.008842958571219438
fbcnet,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0032565236025381057
fbcnet,tcformer,17,local_exp4,8,-0.022916666666666655
fbcnet,tcformer,17,bnci2014_001,9,-0.001929012345679024
fbcnet,tcformer,17,bnci2014_004,9,-0.024603174603174613
fbcnet,tcformer,17,cho2017,52,0.0025480769230769116
fbcnet,tcformer,17,physionet_mi,54,-0.013236227004342953
fbcnet,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.012027400739357267
fbcnet,tcformer,27,local_exp4,8,-0.012499999999999997
fbcnet,tcformer,27,bnci2014_001,9,0.020061728395061745
fbcnet,tcformer,27,bnci2014_004,9,-0.01765873015873015
fbcnet,tcformer,27,cho2017,52,0.001121794871794871
fbcnet,tcformer,27,physionet_mi,54,-0.020596754292406455
fbcnet,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.005914392236855998
fbcnet,tcformer,37,local_exp4,8,0.014583333333333337
fbcnet,tcformer,37,bnci2014_001,9,0.014660493827160503
fbcnet,tcformer,37,bnci2014_004,9,-0.004960317460317467
fbcnet,tcformer,37,cho2017,52,0.00035256410256410644
fbcnet,tcformer,37,physionet_mi,54,-0.011795186161128192
fbcnet,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0025681775283224574
fbcnet,tcformer,47,local_exp4,8,0.01666666666666669
fbcnet,tcformer,47,bnci2014_001,9,0.009645061728395065
fbcnet,tcformer,47,bnci2014_004,9,0.0015376984126984072
fbcnet,tcformer,47,cho2017,52,0.005384615384615387
fbcnet,tcformer,47,physionet_mi,54,-0.00043808513011411556
fbcnet,tcformer,47,EQUAL_DATASET_OVERALL,132,0.0065591914124522865
cardinal_fbc,tcformer,7,local_exp4,8,-0.033333333333333354
cardinal_fbc,tcformer,7,bnci2014_001,9,0.06211419753086424
cardinal_fbc,tcformer,7,bnci2014_004,9,-0.006448412698412688
cardinal_fbc,tcformer,7,cho2017,52,-0.0021474358974358948
cardinal_fbc,tcformer,7,physionet_mi,54,-0.009245535060752449
cardinal_fbc,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0021878961081859697
cardinal_fbc,tcformer,17,local_exp4,8,-0.03125
cardinal_fbc,tcformer,17,bnci2014_001,9,0.010416666666666649
cardinal_fbc,tcformer,17,bnci2014_004,9,-0.020436507936507968
cardinal_fbc,tcformer,17,cho2017,52,0.00019230769230768393
cardinal_fbc,tcformer,17,physionet_mi,54,-0.011878402729852012
cardinal_fbc,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.010591187261477128
cardinal_fbc,tcformer,27,local_exp4,8,-0.025000000000000022
cardinal_fbc,tcformer,27,bnci2014_001,9,0.020061728395061745
cardinal_fbc,tcformer,27,bnci2014_004,9,-0.006001984126984118
cardinal_fbc,tcformer,27,cho2017,52,-8.012820512820377e-05
cardinal_fbc,tcformer,27,physionet_mi,54,-0.021495362527971216
cardinal_fbc,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.006503149293004362
cardinal_fbc,tcformer,37,local_exp4,8,-1.3877787807814457e-17
cardinal_fbc,tcformer,37,bnci2014_001,9,0.01543209876543208
cardinal_fbc,tcformer,37,bnci2014_004,9,-0.010317460317460355
cardinal_fbc,tcformer,37,cho2017,52,0.0015865384615384682
cardinal_fbc,tcformer,37,physionet_mi,54,-0.011795186161128192
cardinal_fbc,tcformer,37,EQUAL_DATASET_OVERALL,132,-0.0010188018503236025
cardinal_fbc,tcformer,47,local_exp4,8,0.020833333333333356
cardinal_fbc,tcformer,47,bnci2014_001,9,0.022376543209876514
cardinal_fbc,tcformer,47,bnci2014_004,9,0.0023809523809523786
cardinal_fbc,tcformer,47,cho2017,52,0.003990384615384622
cardinal_fbc,tcformer,47,physionet_mi,54,0.0012088186907027484
cardinal_fbc,tcformer,47,EQUAL_DATASET_OVERALL,132,0.010158006446049925
cardinal_fbc_extended,tcformer,7,local_exp4,8,-0.02083333333333333
cardinal_fbc_extended,tcformer,7,bnci2014_001,9,0.06288580246913582
cardinal_fbc_extended,tcformer,7,bnci2014_004,9,-0.03010912698412698
cardinal_fbc_extended,tcformer,7,cho2017,52,-0.0038782051282051314
cardinal_fbc_extended,tcformer,7,physionet_mi,54,-0.007484480763466267
cardinal_fbc_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.00011613125200082199
cardinal_fbc_extended,tcformer,17,local_exp4,8,-0.027083333333333307
cardinal_fbc_extended,tcformer,17,bnci2014_001,9,0.010416666666666649
cardinal_fbc_extended,tcformer,17,bnci2014_004,9,-0.024751984126984136
cardinal_fbc_extended,tcformer,17,cho2017,52,0.0008333333333333354
cardinal_fbc_extended,tcformer,17,physionet_mi,54,-0.013142771747844218
cardinal_fbc_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.010745617841632336
cardinal_fbc_extended,tcformer,27,local_exp4,8,-0.012499999999999997
cardinal_fbc_extended,tcformer,27,bnci2014_001,9,0.017361111111111122
cardinal_fbc_extended,tcformer,27,bnci2014_004,9,0.006646825396825429
cardinal_fbc_extended,tcformer,27,cho2017,52,0.0030288461538461524
cardinal_fbc_extended,tcformer,27,physionet_mi,54,-0.02391561404242563
cardinal_fbc_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.001875766276128585
cardinal_fbc_extended,tcformer,37,local_exp4,8,0.016666666666666663
cardinal_fbc_extended,tcformer,37,bnci2014_001,9,0.009259259259259238
cardinal_fbc_extended,tcformer,37,bnci2014_004,9,-0.012946428571428569
cardinal_fbc_extended,tcformer,37,cho2017,52,0.0035897435897436
cardinal_fbc_extended,tcformer,37,physionet_mi,54,-0.012438262891161444
cardinal_fbc_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0008261956106158975
cardinal_fbc_extended,tcformer,47,local_exp4,8,0.016666666666666677
cardinal_fbc_extended,tcformer,47,bnci2014_001,9,0.01195987654320987
cardinal_fbc_extended,tcformer,47,bnci2014_004,9,-0.0036210317460317826
cardinal_fbc_extended,tcformer,47,cho2017,52,0.006121794871794877
cardinal_fbc_extended,tcformer,47,physionet_mi,54,0.0020505695324535894
cardinal_fbc_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.006635575173618647
cardinal_fbc_corr,tcformer,7,local_exp4,8,-0.04166666666666666
cardinal_fbc_corr,tcformer,7,bnci2014_001,9,0.06327160493827161
cardinal_fbc_corr,tcformer,7,bnci2014_004,9,-0.004464285714285723
cardinal_fbc_corr,tcformer,7,cho2017,52,0.005769230769230768
cardinal_fbc_corr,tcformer,7,physionet_mi,54,0.0005936260465245984
cardinal_fbc_corr,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0047007018746149185
cardinal_fbc_corr,tcformer,17,local_exp4,8,-0.03958333333333332
cardinal_fbc_corr,tcformer,17,bnci2014_001,9,0.015432098765432105
cardinal_fbc_corr,tcformer,17,bnci2014_004,9,-0.04345238095238097
cardinal_fbc_corr,tcformer,17,cho2017,52,0.005096153846153828
cardinal_fbc_corr,tcformer,17,physionet_mi,54,-0.014115229242040837
cardinal_fbc_corr,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.015324538183233838
cardinal_fbc_corr,tcformer,27,local_exp4,8,-0.037500000000000006
cardinal_fbc_corr,tcformer,27,bnci2014_001,9,0.023919753086419762
cardinal_fbc_corr,tcformer,27,bnci2014_004,9,0.009226190476190462
cardinal_fbc_corr,tcformer,27,cho2017,52,0.009198717948717954
cardinal_fbc_corr,tcformer,27,physionet_mi,54,-0.00831425016207625
cardinal_fbc_corr,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.0006939177301496155
cardinal_fbc_corr,tcformer,37,local_exp4,8,0.002083333333333312
cardinal_fbc_corr,tcformer,37,bnci2014_001,9,0.008873456790123462
cardinal_fbc_corr,tcformer,37,bnci2014_004,9,-0.00753968253968255
cardinal_fbc_corr,tcformer,37,cho2017,52,0.0033974358974358967
cardinal_fbc_corr,tcformer,37,physionet_mi,54,-0.0008136489114750037
cardinal_fbc_corr,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0012001789139470232
cardinal_fbc_corr,tcformer,47,local_exp4,8,2.7755575615628914e-17
cardinal_fbc_corr,tcformer,47,bnci2014_001,9,0.013888888888888888
cardinal_fbc_corr,tcformer,47,bnci2014_004,9,-0.03164682539682539
cardinal_fbc_corr,tcformer,47,cho2017,52,0.011089743589743593
cardinal_fbc_corr,tcformer,47,physionet_mi,54,0.0103874755142871
cardinal_fbc_corr,tcformer,47,EQUAL_DATASET_OVERALL,132,0.000743856519218844
cardinal_fbc_corr_extended,tcformer,7,local_exp4,8,-0.022916666666666682
cardinal_fbc_corr_extended,tcformer,7,bnci2014_001,9,0.06751543209876544
cardinal_fbc_corr_extended,tcformer,7,bnci2014_004,9,-0.013343253968253976
cardinal_fbc_corr_extended,tcformer,7,cho2017,52,0.006442307692307695
cardinal_fbc_corr_extended,tcformer,7,physionet_mi,54,0.0010896577925563447
cardinal_fbc_corr_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.007757495389741765
cardinal_fbc_corr_extended,tcformer,17,local_exp4,8,-0.03541666666666664
cardinal_fbc_corr_extended,tcformer,17,bnci2014_001,9,0.011959876543209853
cardinal_fbc_corr_extended,tcformer,17,bnci2014_004,9,-0.04642857142857146
cardinal_fbc_corr_extended,tcformer,17,cho2017,52,-0.0007211538461538586
cardinal_fbc_corr_extended,tcformer,17,physionet_mi,54,-0.00978339293556685
cardinal_fbc_corr_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.01607798166674979
cardinal_fbc_corr_extended,tcformer,27,local_exp4,8,-0.018750000000000017
cardinal_fbc_corr_extended,tcformer,27,bnci2014_001,9,0.012345679012345697
cardinal_fbc_corr_extended,tcformer,27,bnci2014_004,9,0.004712301587301583
cardinal_fbc_corr_extended,tcformer,27,cho2017,52,0.0069711538461538535
cardinal_fbc_corr_extended,tcformer,27,physionet_mi,54,-0.023002845919512585
cardinal_fbc_corr_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.003544742294742294
cardinal_fbc_corr_extended,tcformer,37,local_exp4,8,0.008333333333333318
cardinal_fbc_corr_extended,tcformer,37,bnci2014_001,9,0.012345679012345685
cardinal_fbc_corr_extended,tcformer,37,bnci2014_004,9,-0.021081349206349225
cardinal_fbc_corr_extended,tcformer,37,cho2017,52,0.00616987179487179
cardinal_fbc_corr_extended,tcformer,37,physionet_mi,54,0.007740012268997777
cardinal_fbc_corr_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0027015094406398687
cardinal_fbc_corr_extended,tcformer,47,local_exp4,8,0.025000000000000022
cardinal_fbc_corr_extended,tcformer,47,bnci2014_001,9,0.016589506172839497
cardinal_fbc_corr_extended,tcformer,47,bnci2014_004,9,-0.02678571428571426
cardinal_fbc_corr_extended,tcformer,47,cho2017,52,0.009647435897435898
cardinal_fbc_corr_extended,tcformer,47,physionet_mi,54,0.01770073056304939
cardinal_fbc_corr_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.00843039166952211
cardinal_fbc_compactdyn,tcformer,7,local_exp4,8,-0.07083333333333335
cardinal_fbc_compactdyn,tcformer,7,bnci2014_001,9,0.07330246913580252
cardinal_fbc_compactdyn,tcformer,7,bnci2014_004,9,-0.0017361111111110742
cardinal_fbc_compactdyn,tcformer,7,cho2017,52,0.019006410256410252
cardinal_fbc_compactdyn,tcformer,7,physionet_mi,54,-0.003344347547246104
cardinal_fbc_compactdyn,tcformer,7,EQUAL_DATASET_OVERALL,132,0.003279017480104449
cardinal_fbc_compactdyn,tcformer,17,local_exp4,8,-0.05208333333333334
cardinal_fbc_compactdyn,tcformer,17,bnci2014_001,9,0.01350308641975307
cardinal_fbc_compactdyn,tcformer,17,bnci2014_004,9,-0.01860119047619048
cardinal_fbc_compactdyn,tcformer,17,cho2017,52,0.016955128205128192
cardinal_fbc_compactdyn,tcformer,17,physionet_mi,54,-0.02796643104614119
cardinal_fbc_compactdyn,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.01363854804615675
cardinal_fbc_compactdyn,tcformer,27,local_exp4,8,-0.02916666666666666
cardinal_fbc_compactdyn,tcformer,27,bnci2014_001,9,0.02391975308641978
cardinal_fbc_compactdyn,tcformer,27,bnci2014_004,9,-0.008283730158730154
cardinal_fbc_compactdyn,tcformer,27,cho2017,52,0.014407051282051272
cardinal_fbc_compactdyn,tcformer,27,physionet_mi,54,-0.018220289506521384
cardinal_fbc_compactdyn,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.0034687763926894294
cardinal_fbc_compactdyn,tcformer,37,local_exp4,8,0.0020833333333333537
cardinal_fbc_compactdyn,tcformer,37,bnci2014_001,9,0.02044753086419752
cardinal_fbc_compactdyn,tcformer,37,bnci2014_004,9,0.012599206349206329
cardinal_fbc_compactdyn,tcformer,37,cho2017,52,0.00947115384615384
cardinal_fbc_compactdyn,tcformer,37,physionet_mi,54,-0.01987852123721689
cardinal_fbc_compactdyn,tcformer,37,EQUAL_DATASET_OVERALL,132,0.00494454063113483
cardinal_fbc_compactdyn,tcformer,47,local_exp4,8,0.010416666666666699
cardinal_fbc_compactdyn,tcformer,47,bnci2014_001,9,0.017361111111111147
cardinal_fbc_compactdyn,tcformer,47,bnci2014_004,9,0.0253968253968254
cardinal_fbc_compactdyn,tcformer,47,cho2017,52,0.02272435897435898
cardinal_fbc_compactdyn,tcformer,47,physionet_mi,54,0.0054955612020829445
cardinal_fbc_compactdyn,tcformer,47,EQUAL_DATASET_OVERALL,132,0.016278904670209034
cardinal_fbc_compactdyn_extended,tcformer,7,local_exp4,8,-0.022916666666666682
cardinal_fbc_compactdyn_extended,tcformer,7,bnci2014_001,9,0.06712962962962965
cardinal_fbc_compactdyn_extended,tcformer,7,bnci2014_004,9,-0.003472222222222185
cardinal_fbc_compactdyn_extended,tcformer,7,cho2017,52,0.01862179487179487
cardinal_fbc_compactdyn_extended,tcformer,7,physionet_mi,54,-0.00049232839087912
cardinal_fbc_compactdyn_extended,tcformer,7,EQUAL_DATASET_OVERALL,132,0.011774041444331307
cardinal_fbc_compactdyn_extended,tcformer,17,local_exp4,8,-0.03749999999999999
cardinal_fbc_compactdyn_extended,tcformer,17,bnci2014_001,9,0.02469135802469135
cardinal_fbc_compactdyn_extended,tcformer,17,bnci2014_004,9,-0.002678571428571456
cardinal_fbc_compactdyn_extended,tcformer,17,cho2017,52,0.02011217948717947
cardinal_fbc_compactdyn_extended,tcformer,17,physionet_mi,54,-0.021481202640622934
cardinal_fbc_compactdyn_extended,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.0033712473114647116
cardinal_fbc_compactdyn_extended,tcformer,27,local_exp4,8,-0.018750000000000003
cardinal_fbc_compactdyn_extended,tcformer,27,bnci2014_001,9,0.03125
cardinal_fbc_compactdyn_extended,tcformer,27,bnci2014_004,9,-0.006894841269841283
cardinal_fbc_compactdyn_extended,tcformer,27,cho2017,52,0.01153846153846154
cardinal_fbc_compactdyn_extended,tcformer,27,physionet_mi,54,-0.01868756578901506
cardinal_fbc_compactdyn_extended,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.000308789104078961
cardinal_fbc_compactdyn_extended,tcformer,37,local_exp4,8,0.014583333333333323
cardinal_fbc_compactdyn_extended,tcformer,37,bnci2014_001,9,0.02507716049382717
cardinal_fbc_compactdyn_extended,tcformer,37,bnci2014_004,9,-0.013988095238095263
cardinal_fbc_compactdyn_extended,tcformer,37,cho2017,52,0.014182692307692292
cardinal_fbc_compactdyn_extended,tcformer,37,physionet_mi,54,-0.023731535506897824
cardinal_fbc_compactdyn_extended,tcformer,37,EQUAL_DATASET_OVERALL,132,0.0032247110779719404
cardinal_fbc_compactdyn_extended,tcformer,47,local_exp4,8,0.014583333333333365
cardinal_fbc_compactdyn_extended,tcformer,47,bnci2014_001,9,0.01929012345679013
cardinal_fbc_compactdyn_extended,tcformer,47,bnci2014_004,9,0.007638888888888905
cardinal_fbc_compactdyn_extended,tcformer,47,cho2017,52,0.019695512820512816
cardinal_fbc_compactdyn_extended,tcformer,47,physionet_mi,54,-0.007613008971704623
cardinal_fbc_compactdyn_extended,tcformer,47,EQUAL_DATASET_OVERALL,132,0.010718969905564117
cardinal_fbc_compactdyn_scale010,tcformer,7,local_exp4,8,-0.04166666666666667
cardinal_fbc_compactdyn_scale010,tcformer,7,bnci2014_001,9,0.06983024691358021
cardinal_fbc_compactdyn_scale010,tcformer,7,bnci2014_004,9,-0.010466269841269811
cardinal_fbc_compactdyn_scale010,tcformer,7,cho2017,52,0.0029647435897435953
cardinal_fbc_compactdyn_scale010,tcformer,7,physionet_mi,54,-0.006494377871189467
cardinal_fbc_compactdyn_scale010,tcformer,7,EQUAL_DATASET_OVERALL,132,0.0028335352248395713
cardinal_fbc_compactdyn_scale010,tcformer,17,local_exp4,8,-0.027083333333333334
cardinal_fbc_compactdyn_scale010,tcformer,17,bnci2014_001,9,0.013888888888888859
cardinal_fbc_compactdyn_scale010,tcformer,17,bnci2014_004,9,-0.020684523809523847
cardinal_fbc_compactdyn_scale010,tcformer,17,cho2017,52,0.0013942307692307566
cardinal_fbc_compactdyn_scale010,tcformer,17,physionet_mi,54,-0.01950557158890492
cardinal_fbc_compactdyn_scale010,tcformer,17,EQUAL_DATASET_OVERALL,132,-0.010398061814728497
cardinal_fbc_compactdyn_scale010,tcformer,27,local_exp4,8,-0.024999999999999994
cardinal_fbc_compactdyn_scale010,tcformer,27,bnci2014_001,9,0.02700617283950615
cardinal_fbc_compactdyn_scale010,tcformer,27,bnci2014_004,9,-0.02073412698412698
cardinal_fbc_compactdyn_scale010,tcformer,27,cho2017,52,0.006169871794871791
cardinal_fbc_compactdyn_scale010,tcformer,27,physionet_mi,54,-0.023922149375047917
cardinal_fbc_compactdyn_scale010,tcformer,27,EQUAL_DATASET_OVERALL,132,-0.00729604634495939
cardinal_fbc_compactdyn_scale010,tcformer,37,local_exp4,8,-1.3877787807814457e-17
cardinal_fbc_compactdyn_scale010,tcformer,37,bnci2014_001,9,0.012345679012345685
cardinal_fbc_compactdyn_scale010,tcformer,37,bnci2014_004,9,-0.009871031746031779
cardinal_fbc_compactdyn_scale010,tcformer,37,cho2017,52,0.0028044871794871747
cardinal_fbc_compactdyn_scale010,tcformer,37,physionet_mi,54,-0.014853286139518019
