level,dataset,model,prediction_count_including_seeds,accuracy,balanced_accuracy,chance_normalized_balanced_accuracy,macro_f1,cohen_kappa,ovr_macro_auroc,nll,multiclass_brier,ece
dataset,bnci2014_001,cardinal_fbc_corr,12960,0.7489197530864198,0.7489197530864198,0.6652263374485597,0.7482020972324279,0.6652263374485596,0.9305378530965807,0.6558582720714001,0.3535478304645455,0.05962907769889743
dataset,bnci2014_001,cardinal_fbc_corr_extended,12960,0.7479938271604938,0.7479938271604938,0.6639917695473251,0.747183514641239,0.6639917695473251,0.9305228020372911,0.656730590429674,0.3542807945733522,0.059036833671048124
dataset,bnci2014_001,cardinal_fbc_compactdyn,12960,0.7535493827160494,0.7535493827160493,0.6713991769547324,0.7533351514412455,0.6713991769547325,0.9347245362432048,0.6360758201911205,0.34285284144697087,0.05175623926161616
dataset,bnci2014_001,cardinal_fbc_compactdyn_extended,12960,0.7573302469135802,0.7573302469135802,0.6764403292181069,0.7570902759333759,0.6764403292181069,0.9349849926014835,0.6357502313434409,0.3424484031122062,0.05355378966548563
dataset,bnci2014_001,cardinal_fbc_compactdyn_scale010,12960,0.7510802469135802,0.7510802469135802,0.6681069958847736,0.7505580943897552,0.6681069958847736,0.9320472020588835,0.6522276596376354,0.35116753329330236,0.06611670988301437
dataset,bnci2014_001,cardinal_fbc_compactdyn_scale010_extended,12960,0.748070987654321,0.748070987654321,0.6640946502057613,0.7476335595904291,0.6640946502057613,0.930933106138546,0.6569840028750747,0.3543476203763519,0.06319812659956053
dataset,bnci2014_001,cardinal_fbc_compactdyn_scale025,12960,0.7548611111111111,0.7548611111111111,0.6731481481481482,0.7544328344193802,0.6731481481481482,0.9340629008852817,0.644121921585858,0.34637384579071295,0.06760597988319249
dataset,bnci2014_001,cardinal_fbc_compactdyn_scale025_extended,12960,0.7546296296296297,0.7546296296296297,0.6728395061728395,0.7540043710580637,0.6728395061728395,0.9340365893156531,0.6447913124793303,0.34730391315530806,0.06785124328079416
dataset,bnci2014_001,cardinal_fbc_micro,12960,0.7513117283950618,0.7513117283950617,0.6684156378600822,0.750811589140932,0.6684156378600823,0.9335269053561448,0.6448772165021756,0.34855446164717524,0.06095605181921043
dataset,bnci2014_001,cardinal_fbc_micro_extended,12960,0.7508487654320988,0.7508487654320988,0.6677983539094651,0.7505094540174575,0.667798353909465,0.9339835255995022,0.6435811181448495,0.3478865760795775,0.06055657401634953
dataset,bnci2014_001,cardinal_fbc_physical,12960,0.7513117283950618,0.7513117283950618,0.6684156378600824,0.7507445853275412,0.6684156378600823,0.9331215190456231,0.6464568088677395,0.3491143193056082,0.0610364653101122
dataset,bnci2014_001,cardinal_fbc_physical_extended,12960,0.7478395061728395,0.7478395061728396,0.6637860082304528,0.7472457622166981,0.6637860082304528,0.9332156000736677,0.646215329816559,0.3490706355453408,0.05555012051338033
dataset,bnci2014_001,eegtcnet,12960,0.4773148148148148,0.4773148148148148,0.3030864197530864,0.47116656597351547,0.30308641975308637,0.790343638069654,1.057263289103276,0.593696053565431,0.01903453733266135
