dataset,model,subject,seed,folds_concatenated,test_trials,accuracy,balanced_accuracy,chance_normalized_balanced_accuracy,macro_f1,cohen_kappa,ovr_macro_auroc,nll,multiclass_brier,ece
bnci2014_004,free_scope,3,7,1,320,0.49375,0.49374999999999997,-0.012500000000000067,0.335929493748719,-0.012499999999999956,0.516796875,1.2241258258904069,0.7893142917876126,0.3702530339360237
bnci2014_004,free_scope,3,17,1,320,0.553125,0.553125,0.10624999999999996,0.5326367823840018,0.10624999999999996,0.5518359374999999,0.9856993378722304,0.645551854818087,0.24144636560231447
bnci2014_004,free_scope,3,27,1,320,0.53125,0.53125,0.0625,0.5153277596025687,0.0625,0.5433984375,0.7705437591134597,0.5595581599929776,0.15060715638101105
bnci2014_004,free_scope,3,37,1,320,0.521875,0.521875,0.043749999999999956,0.45376041771262177,0.043749999999999956,0.55078125,0.976042532839444,0.6623079773458553,0.2615455878898501
bnci2014_004,free_scope,3,47,1,320,0.5,0.5,0.0,0.3730407523510972,0.0,0.533671875,1.120318742234496,0.734502501890151,0.33127134647220374
bnci2014_004,free_scope,4,7,1,320,0.96875,0.96875,0.9375,0.9687304565353345,0.9375,0.9943359375,0.10568105567805097,0.052450124644895145,0.017266615293920054
bnci2014_004,free_scope,4,17,1,320,0.9375,0.9375,0.875,0.93734335839599,0.875,0.9876562499999999,0.1769054848542289,0.09912399913906225,0.044572341628372696
bnci2014_004,free_scope,4,27,1,320,0.975,0.975,0.95,0.9749990233993515,0.95,0.9929296875,0.09297300646820311,0.045511936513297144,0.01412787679582833
bnci2014_004,free_scope,4,37,1,320,0.96875,0.96875,0.9375,0.9687390098081357,0.9375,0.9951953125,0.10869803302897045,0.057193404945416436,0.021259722486138312
bnci2014_004,free_scope,4,47,1,320,0.94375,0.94375,0.8875,0.9436950146627565,0.8875,0.9922265625,0.13843977820155984,0.08417362342174131,0.01652942597866061
bnci2014_004,free_scope,5,7,1,320,0.878125,0.878125,0.7562500000000001,0.8774921223900816,0.75625,0.955078125,0.3184423183965184,0.1837293355457136,0.06295081321150066
bnci2014_004,free_scope,5,17,1,320,0.84375,0.84375,0.6875,0.8410111689653802,0.6875,0.9456640625,0.39961592550571057,0.22795557771380254,0.07870364859700199
bnci2014_004,free_scope,5,27,1,320,0.84375,0.84375,0.6875,0.8425444811840654,0.6875,0.9394140625,0.3773914668459991,0.22680348570094985,0.07466091066598884
bnci2014_004,free_scope,5,37,1,320,0.834375,0.834375,0.66875,0.8307233184617381,0.66875,0.9636328125,0.3612930421009651,0.22800428555611973,0.07307721637189388
bnci2014_004,free_scope,5,47,1,320,0.8875,0.8875,0.7749999999999999,0.8863636363636364,0.775,0.9674218750000001,0.3257282026360899,0.1808311614189953,0.07154011484235527
bnci2014_004,free_scope,6,7,1,320,0.796875,0.796875,0.59375,0.7923965226417542,0.59375,0.90421875,0.5359503999574822,0.3109232812416608,0.0877566805109382
bnci2014_004,free_scope,6,17,1,320,0.771875,0.771875,0.54375,0.7643997539107019,0.54375,0.8951562499999999,0.6209898471478839,0.3526458297282508,0.12619596198201177
bnci2014_004,free_scope,6,27,1,320,0.571875,0.571875,0.14375000000000004,0.47579246929966157,0.14375000000000004,0.8774609375,0.7150715032914619,0.5093419754028924,0.23103217724710706
bnci2014_004,free_scope,6,37,1,320,0.76875,0.76875,0.5375000000000001,0.768306524206489,0.5375,0.8568359375,0.49438771583273516,0.3170298095220751,0.06058687586337333
bnci2014_004,free_scope,6,47,1,320,0.625,0.625,0.25,0.5704890161514026,0.25,0.8454296875,0.8021249663245941,0.5167478349787666,0.2208528431132436
bnci2014_004,free_scope,7,7,1,320,0.640625,0.640625,0.28125,0.5990892353280823,0.28125,0.806640625,0.6597691154316176,0.46102120660168977,0.1278574887663126
bnci2014_004,free_scope,7,17,1,320,0.56875,0.56875,0.13749999999999996,0.503507825148408,0.13749999999999996,0.7282421874999999,0.7853496637120063,0.5460510710271912,0.20999708883464338
bnci2014_004,free_scope,7,27,1,320,0.76875,0.76875,0.5375000000000001,0.7687138615408657,0.5375,0.865,0.5514078462199173,0.3312759544714619,0.12668252829462295
bnci2014_004,free_scope,7,37,1,320,0.66875,0.66875,0.3374999999999999,0.6374674019922193,0.3375,0.8116796875,0.7858742546661028,0.4901127224477002,0.1746360970661044
bnci2014_004,free_scope,7,47,1,320,0.74375,0.74375,0.48750000000000004,0.7425330664468778,0.48750000000000004,0.830546875,0.5307408130367188,0.34671332865291776,0.052148563228547586
bnci2014_004,free_scope,8,7,1,320,0.89375,0.89375,0.7875000000000001,0.8936835522201376,0.7875,0.9597265625,0.28921606482729917,0.15962047157234208,0.06146392710506916
bnci2014_004,free_scope,8,17,1,320,0.896875,0.8968750000000001,0.7937500000000002,0.8967933619366881,0.79375,0.9580859375,0.27100655144386254,0.16356222659260516,0.03774646017700426
bnci2014_004,free_scope,8,27,1,320,0.871875,0.871875,0.7437499999999999,0.8710881847211986,0.74375,0.959296875,0.35905495920112035,0.19823739702906798,0.08446818664669992
bnci2014_004,free_scope,8,37,1,320,0.878125,0.878125,0.7562500000000001,0.8780285186524497,0.75625,0.9483984375000001,0.2960492324664663,0.17502467232478608,0.045405967347323856
bnci2014_004,free_scope,8,47,1,320,0.86875,0.8687499999999999,0.7374999999999998,0.8680075424261471,0.7375,0.9508984375,0.3490443707206162,0.1966220319150712,0.0796495769172907
bnci2014_004,free_scope,9,7,1,320,0.828125,0.828125,0.65625,0.8272324802937048,0.65625,0.936015625,0.40218230596286714,0.2378473991612103,0.09032169524580239
bnci2014_004,free_scope,9,17,1,320,0.85,0.8500000000000001,0.7000000000000002,0.8499765588373183,0.7,0.9283984375000001,0.38856055335377515,0.22772723062842554,0.07138237040489909
bnci2014_004,free_scope,9,27,1,320,0.840625,0.840625,0.6812499999999999,0.8404364532308685,0.68125,0.9319921875000001,0.3412453188036237,0.21398043294896313,0.05203348360955711
bnci2014_004,free_scope,9,37,1,320,0.753125,0.753125,0.5062500000000001,0.7403424439445763,0.50625,0.930390625,0.7609195364071848,0.38880642222198086,0.1575257511809469
bnci2014_004,free_scope,9,47,1,320,0.834375,0.8343750000000001,0.6687500000000002,0.8336586274875195,0.66875,0.92625,0.4261300409585521,0.2412612292721789,0.07140390556305645
bnci2014_004,cardinal,1,7,1,320,0.728125,0.728125,0.45625000000000004,0.7156601403315256,0.45625000000000004,0.8218359375000001,0.6871642956020168,0.42765096514247974,0.17263232637196776
bnci2014_004,cardinal,1,17,1,320,0.746875,0.746875,0.4937499999999999,0.7457801665375298,0.49375,0.84484375,0.5228547750614115,0.3368033600772781,0.08424289375543598
bnci2014_004,cardinal,1,27,1,320,0.5875,0.5875,0.17500000000000004,0.5059649122807017,0.17500000000000004,0.8301562499999999,1.1806438622873086,0.6600692052066137,0.326291698217392
bnci2014_004,cardinal,1,37,1,320,0.715625,0.715625,0.4312499999999999,0.7087970879708797,0.43125,0.8449218749999999,0.5714555742162684,0.37642007144626055,0.10160463135689496
bnci2014_004,cardinal,1,47,1,320,0.703125,0.703125,0.40625,0.6877535718320854,0.40625,0.8341406250000001,0.677236962317502,0.42440391458508736,0.1540071088820696
bnci2014_004,cardinal,2,7,1,280,0.5107142857142857,0.5107142857142857,0.021428571428571352,0.3625259659326963,0.021428571428571463,0.5875,0.8936988062726021,0.6425633831255808,0.26824655745710646
bnci2014_004,cardinal,2,17,1,280,0.5,0.5,0.0,0.3333333333333333,0.0,0.5776020408163265,1.0746878120316703,0.7433110907479961,0.3549758246966771
bnci2014_004,cardinal,2,27,1,280,0.5357142857142857,0.5357142857142857,0.0714285714285714,0.5204216073781291,0.0714285714285714,0.6016326530612244,0.7176709162760405,0.5202347028259768,0.13452512536730085
bnci2014_004,cardinal,2,37,1,280,0.49642857142857144,0.49642857142857144,-0.0071428571428571175,0.35531279086856415,-0.0071428571428571175,0.5976530612244898,0.8974569799719222,0.6481817736567874,0.2810401980366025
bnci2014_004,cardinal,2,47,1,280,0.5607142857142857,0.5607142857142857,0.12142857142857144,0.5035675675675676,0.12142857142857144,0.6185714285714285,0.7209839182165467,0.5186629417565312,0.11248437826122556
bnci2014_004,cardinal,3,7,1,320,0.534375,0.5343749999999999,0.06874999999999987,0.4181889177679345,0.06874999999999998,0.571015625,1.044656620122523,0.6906355495941449,0.30633503552526237
bnci2014_004,cardinal,3,17,1,320,0.5125,0.5125,0.02499999999999991,0.4726166328600406,0.025000000000000022,0.512734375,0.7979774056902036,0.5804842589916778,0.171416156552732
bnci2014_004,cardinal,3,27,1,320,0.509375,0.509375,0.018750000000000044,0.368836291913215,0.018750000000000044,0.56421875,1.0912203728189998,0.7232556841314278,0.3232054881751537
bnci2014_004,cardinal,3,37,1,320,0.503125,0.503125,0.006250000000000089,0.34560327198364005,0.006249999999999978,0.5432421875,1.3767103624395898,0.8485021708445277,0.4184391295537352
bnci2014_004,cardinal,3,47,1,320,0.525,0.525,0.050000000000000044,0.4378438352364662,0.050000000000000044,0.527578125,0.8152585662815831,0.5927896238387296,0.19579374250024553
bnci2014_004,cardinal,4,7,1,320,0.88125,0.8812500000000001,0.7625000000000002,0.8797278050324417,0.7625,0.9940234375000001,0.2751404650439747,0.17254333308968856,0.03259138893336058
bnci2014_004,cardinal,4,17,1,320,0.9625,0.9624999999999999,0.9249999999999998,0.9624941397093296,0.925,0.993671875,0.11214263622411666,0.05941517876418417,0.031607026793062744
bnci2014_004,cardinal,4,27,1,320,0.971875,0.971875,0.9437500000000001,0.9718747253391147,0.94375,0.9939062500000001,0.10097604106186261,0.053061066768178955,0.0295224336907268
bnci2014_004,cardinal,4,37,1,320,0.9625,0.9625,0.925,0.9624765478424016,0.925,0.9926953125,0.1172815563561362,0.06269826539737475,0.031811115145683286
bnci2014_004,cardinal,4,47,1,320,0.971875,0.971875,0.9437500000000001,0.9718681318681319,0.94375,0.993125,0.10231626837580685,0.053641226153852785,0.02507349718362095
bnci2014_004,cardinal,5,7,1,320,0.846875,0.846875,0.6937500000000001,0.8431984319843199,0.69375,0.9644140625,0.38554075335898924,0.23327766434572825,0.07149931658059355
bnci2014_004,cardinal,5,17,1,320,0.678125,0.678125,0.35624999999999996,0.6409234020764563,0.35624999999999996,0.968203125,0.6952550403714411,0.43553290564642066,0.20492065809667115
bnci2014_004,cardinal,5,27,1,320,0.80625,0.80625,0.6125,0.7986931287795771,0.6125,0.96484375,0.4116265576360688,0.2608293049632494,0.06930280998349189
bnci2014_004,cardinal,5,37,1,320,0.821875,0.821875,0.64375,0.8160381640124659,0.64375,0.967265625,0.3991373548143345,0.24971648448247255,0.054209254495799594
bnci2014_004,cardinal,5,47,1,320,0.890625,0.890625,0.78125,0.8897192764796817,0.78125,0.9694921875,0.28709141225602286,0.16844673654907996,0.03461582884192464
bnci2014_004,cardinal,6,7,1,320,0.840625,0.840625,0.6812499999999999,0.8389118654440288,0.68125,0.9390625000000001,0.35510812249401785,0.22660504836724543,0.04891846161335711
bnci2014_004,cardinal,6,17,1,320,0.79375,0.79375,0.5874999999999999,0.789775441949355,0.5875,0.9295703125,0.39452598047725007,0.2613237103344574,0.058001353405416
bnci2014_004,cardinal,6,27,1,320,0.79375,0.79375,0.5874999999999999,0.7901347430343019,0.5875,0.932109375,0.3901941780623762,0.2567978243056821,0.054938427545130265
bnci2014_004,cardinal,6,37,1,320,0.65,0.65,0.30000000000000004,0.6031007751937985,0.30000000000000004,0.923125,0.7610248910053584,0.4996610676627233,0.2204910172149539
bnci2014_004,cardinal,6,47,1,320,0.590625,0.590625,0.1812499999999999,0.5082063374746302,0.18125000000000002,0.9234765625000001,0.8802024927437341,0.5845572086613545,0.28921081572771073
bnci2014_004,cardinal,7,7,1,320,0.734375,0.734375,0.46875,0.7206216169023922,0.46875,0.8622265625000001,0.7074812367949925,0.4143248878034408,0.16652051974087959
bnci2014_004,cardinal,7,17,1,320,0.80625,0.8062499999999999,0.6124999999999998,0.8057644110275689,0.6125,0.884296875,0.44612823594957324,0.2840332917454635,0.07499586883932356
bnci2014_004,cardinal,7,27,1,320,0.734375,0.734375,0.46875,0.7189356755360372,0.46875,0.8687890624999999,0.7155797488891512,0.41455777528239424,0.15401449147611862
bnci2014_004,cardinal,7,37,1,320,0.746875,0.746875,0.4937499999999999,0.7321622319814002,0.49375,0.8900390625000001,0.6669541858984767,0.3929885002306355,0.14630829393863676
bnci2014_004,cardinal,7,47,1,320,0.7875,0.7875,0.575,0.786825502566715,0.575,0.8788281250000001,0.46937160201298883,0.29770750204008983,0.07114340625703333
bnci2014_004,cardinal,8,7,1,320,0.884375,0.8843749999999999,0.7687499999999998,0.8834175208499493,0.76875,0.97703125,0.2535243230101047,0.15931096178197013,0.0251124246045947
bnci2014_004,cardinal,8,17,1,320,0.925,0.925,0.8500000000000001,0.9249736235395256,0.85,0.972890625,0.2208669679815083,0.12600501766270136,0.049869812093675185
bnci2014_004,cardinal,8,27,1,320,0.909375,0.909375,0.8187500000000001,0.9092251860981502,0.81875,0.9767578125,0.21201121634507145,0.13125526176536778,0.04160352479666472
bnci2014_004,cardinal,8,37,1,320,0.921875,0.921875,0.84375,0.9218742370530962,0.84375,0.9759375000000001,0.2015088402336526,0.12127394392248407,0.026528531312942524
bnci2014_004,cardinal,8,47,1,320,0.9125,0.9125000000000001,0.8250000000000002,0.9124692274627799,0.825,0.9724609375,0.22840723944265023,0.13502832393922423,0.04092394486069676
bnci2014_004,cardinal,9,7,1,320,0.728125,0.7281249999999999,0.4562499999999998,0.7095128288066445,0.45625000000000004,0.9378515625,0.5681988861521701,0.37311201167798486,0.14146540723741058
bnci2014_004,cardinal,9,17,1,320,0.840625,0.840625,0.6812499999999999,0.8389118654440288,0.68125,0.9391796875,0.3692887635162577,0.22566477413032954,0.03255183547735216
bnci2014_004,cardinal,9,27,1,320,0.846875,0.846875,0.6937500000000001,0.846441617455514,0.69375,0.932890625,0.3513184847223028,0.2111773308813068,0.041089811548590656
bnci2014_004,cardinal,9,37,1,320,0.8375,0.8375,0.675,0.836246260431428,0.675,0.9276562500000001,0.3877886484754104,0.23419877746688472,0.052469985000789185
bnci2014_004,cardinal,9,47,1,320,0.83125,0.83125,0.6625000000000001,0.8290868808355752,0.6625,0.9329296874999999,0.3942047495693589,0.2463158489523444,0.04787985030561687
bnci2014_004,free_cardinal,1,7,1,320,0.75,0.75,0.5,0.7467953790156671,0.5,0.8219140625000001,0.591990308762166,0.37717647542702465,0.11691593341529365
bnci2014_004,free_cardinal,1,17,1,320,0.64375,0.64375,0.2875000000000001,0.5998420429116756,0.2875,0.83375,0.9687991337840174,0.550990030763864,0.24229134619235992
bnci2014_004,free_cardinal,1,27,1,320,0.740625,0.740625,0.48124999999999996,0.7392781066250455,0.48124999999999996,0.8490234375000001,0.5068024029612882,0.3339242689468849,0.082348476909101
bnci2014_004,free_cardinal,1,37,1,320,0.753125,0.753125,0.5062500000000001,0.753064713064713,0.50625,0.8335546875,0.533664627090877,0.3440398990155175,0.0746898107230663
bnci2014_004,free_cardinal,1,47,1,320,0.678125,0.678125,0.35624999999999996,0.6560899007710849,0.35624999999999996,0.8305859375,0.714184964624282,0.44496042285309534,0.17411064282059668
bnci2014_004,free_cardinal,2,7,1,280,0.5178571428571429,0.5178571428571429,0.03571428571428581,0.3827462891294763,0.0357142857142857,0.5863775510204081,1.0498014827896256,0.7032059124551784,0.318335037784917
bnci2014_004,free_cardinal,2,17,1,280,0.5,0.5,0.0,0.3333333333333333,0.0,0.5964795918367347,1.0391171267845873,0.7266757335046027,0.3479493803211621
bnci2014_004,free_cardinal,2,27,1,280,0.5678571428571428,0.5678571428571428,0.13571428571428568,0.5283898717966564,0.13571428571428568,0.589234693877551,0.7606076781879793,0.5419246364091259,0.14188697721276966
bnci2014_004,free_cardinal,2,37,1,280,0.5535714285714286,0.5535714285714286,0.1071428571428572,0.5313274146681128,0.1071428571428571,0.5804081632653062,0.754461665214275,0.5434259769683507,0.13594226709433965
bnci2014_004,free_cardinal,2,47,1,280,0.5678571428571428,0.5678571428571428,0.13571428571428568,0.5416108563001447,0.13571428571428568,0.6082142857142858,0.711628546013919,0.511980887038857,0.09639517430748257
bnci2014_004,free_cardinal,3,7,1,320,0.55,0.55,0.10000000000000009,0.4819212088505127,0.09999999999999998,0.5626953125,0.8925320883254955,0.6162453104734265,0.22047493290156125
bnci2014_004,free_cardinal,3,17,1,320,0.54375,0.54375,0.08749999999999991,0.48986722571628233,0.08750000000000002,0.5475390625000001,0.8232264786095029,0.5872329713189686,0.17899315264075993
bnci2014_004,free_cardinal,3,27,1,320,0.525,0.525,0.050000000000000044,0.44107372678801254,0.050000000000000044,0.567109375,0.9026194685996319,0.630399466916751,0.2410752840340138
bnci2014_004,free_cardinal,3,37,1,320,0.509375,0.509375,0.018750000000000044,0.3735582737939376,0.018750000000000044,0.5430859374999999,1.060883405237729,0.7195256303917192,0.322396876104176
bnci2014_004,free_cardinal,3,47,1,320,0.534375,0.534375,0.06875000000000009,0.44402336780979257,0.06874999999999998,0.5547656249999999,0.8539655596748297,0.6063145897152874,0.2073607524856925
bnci2014_004,free_cardinal,4,7,1,320,0.896875,0.8968750000000001,0.7937500000000002,0.8958980273859167,0.79375,0.99390625,0.2407281988049169,0.14826131630917172,0.029114105552434936
bnci2014_004,free_cardinal,4,17,1,320,0.96875,0.96875,0.9375,0.9687487792491895,0.9375,0.9941796875,0.10106072222505724,0.05289968757810941,0.02491222117096188
bnci2014_004,free_cardinal,4,27,1,320,0.953125,0.953125,0.90625,0.9530475100507674,0.90625,0.9920312499999999,0.14376771341082675,0.07872987901019216,0.026014208607375598
bnci2014_004,free_cardinal,4,37,1,320,0.953125,0.953125,0.90625,0.9530695450679025,0.90625,0.9923828125,0.11893963879022237,0.06329532988843689,0.026324892602860864
bnci2014_004,free_cardinal,4,47,1,320,0.96875,0.96875,0.9375,0.96875,0.9375,0.993203125,0.10305082735842945,0.05301620159547288,0.03245735540986059
bnci2014_004,free_cardinal,5,7,1,320,0.89375,0.89375,0.7875000000000001,0.89354624085163,0.7875,0.96140625,0.2654053122348496,0.1569769258154614,0.052622302807867505
bnci2014_004,free_cardinal,5,17,1,320,0.871875,0.871875,0.7437499999999999,0.8703236965653571,0.74375,0.9652343750000001,0.308975316732178,0.18515013417821535,0.03628528062254191
bnci2014_004,free_cardinal,5,27,1,320,0.684375,0.684375,0.3687499999999999,0.6494538986323062,0.36875,0.9665234375,0.8853388952507164,0.4958327321744541,0.23640444818884138
bnci2014_004,free_cardinal,5,37,1,320,0.8375,0.8375,0.675,0.8334334334334335,0.675,0.962421875,0.3823588769254812,0.23368485052594296,0.05749038085341457
bnci2014_004,free_cardinal,5,47,1,320,0.884375,0.8843749999999999,0.7687499999999998,0.8839659345936357,0.76875,0.9619140625,0.2715054918612025,0.16641627802659878,0.05003420077264312
bnci2014_004,free_cardinal,6,7,1,320,0.709375,0.7093750000000001,0.4187500000000002,0.6850093671609564,0.41874999999999996,0.9312890625000001,0.54982268016295,0.3769340789296881,0.1280447520315647
bnci2014_004,free_cardinal,6,17,1,320,0.846875,0.846875,0.6937500000000001,0.846537802789332,0.69375,0.9283984375000001,0.34855541947314705,0.2203619921163784,0.042472828552126904
bnci2014_004,free_cardinal,6,27,1,320,0.796875,0.796875,0.59375,0.7911457862658272,0.59375,0.9312109375,0.41809682339916465,0.2747217292844681,0.04005978982895611
bnci2014_004,free_cardinal,6,37,1,320,0.7,0.7,0.3999999999999999,0.6742311770943796,0.4,0.934140625,0.5798266987841961,0.39377036062971926,0.15176597181707618
bnci2014_004,free_cardinal,6,47,1,320,0.79375,0.79375,0.5874999999999999,0.7885885885885886,0.5875,0.9315625000000001,0.4106762986533784,0.2756336269161051,0.06108683981001377
bnci2014_004,free_cardinal,7,7,1,320,0.790625,0.7906249999999999,0.5812499999999998,0.7906229553022979,0.58125,0.8857421875,0.44867350411357415,0.2836882255684961,0.07205333523452286
bnci2014_004,free_cardinal,7,17,1,320,0.778125,0.778125,0.5562499999999999,0.7723424082405635,0.55625,0.883515625,0.507863466983617,0.31682595540760206,0.07933092806488272
bnci2014_004,free_cardinal,7,27,1,320,0.775,0.7749999999999999,0.5499999999999998,0.7706641184902054,0.55,0.8817187500000001,0.5608137718709354,0.3415550997845774,0.10475212093442679
bnci2014_004,free_cardinal,7,37,1,320,0.803125,0.803125,0.60625,0.803076923076923,0.60625,0.8903515625,0.43530472016380023,0.2767894682562648,0.05131814293563363
bnci2014_004,free_cardinal,7,47,1,320,0.809375,0.809375,0.6187499999999999,0.8082043723900761,0.61875,0.900859375,0.41517537813225835,0.26436929675499715,0.05129716191440816
bnci2014_004,free_cardinal,8,7,1,320,0.915625,0.915625,0.83125,0.9155846059149397,0.83125,0.9727343749999999,0.2322489240434265,0.13639863683968462,0.031649514660239214
bnci2014_004,free_cardinal,8,17,1,320,0.909375,0.909375,0.8187500000000001,0.9093032574595139,0.81875,0.97609375,0.22917665027066506,0.1346755018419555,0.04492938071489336
bnci2014_004,free_cardinal,8,27,1,320,0.915625,0.915625,0.83125,0.9156175835766815,0.83125,0.9740625,0.21881705802305937,0.1300785191810697,0.04002156630158425
bnci2014_004,free_cardinal,8,37,1,320,0.86875,0.8687499999999999,0.7374999999999998,0.8678777869529315,0.7375,0.97265625,0.26543441220095654,0.1719605728478325,0.05009866915643214
bnci2014_004,free_cardinal,8,47,1,320,0.884375,0.884375,0.76875,0.8836649471874232,0.76875,0.9765234375,0.24386500674861883,0.15677590843034303,0.05122319236397741
bnci2014_004,free_cardinal,9,7,1,320,0.8375,0.8375,0.675,0.835175720115694,0.675,0.9371484375000001,0.3862781539484788,0.2370179198547314,0.06992278937250376
bnci2014_004,free_cardinal,9,17,1,320,0.753125,0.753125,0.5062500000000001,0.7395720658075018,0.50625,0.9443359375,0.5321001861370039,0.3414743214226113,0.1235194629058242
bnci2014_004,free_cardinal,9,27,1,320,0.784375,0.784375,0.5687500000000001,0.7773093564361429,0.56875,0.92984375,0.5267989615479993,0.31524980955777215,0.1045230722054839
bnci2014_004,free_cardinal,9,37,1,320,0.853125,0.853125,0.70625,0.8520718789035221,0.70625,0.9432031250000001,0.3443957859786109,0.21200723643327352,0.0295707145705819
bnci2014_004,free_cardinal,9,47,1,320,0.846875,0.846875,0.6937500000000001,0.8454243436942399,0.69375,0.945546875,0.3594015153182102,0.2228319278026462,0.030741551518440248
bnci2014_004,cardinal_dynamics,1,7,1,320,0.728125,0.728125,0.45625000000000004,0.7192161450716583,0.45625000000000004,0.8084375,0.6354716555758666,0.3979129324640832,0.08421925771981476
bnci2014_004,cardinal_dynamics,1,17,1,320,0.765625,0.765625,0.53125,0.761315153504192,0.53125,0.8180859375,0.6079890401347068,0.3777172519443434,0.12341826055198911
bnci2014_004,cardinal_dynamics,1,27,1,320,0.725,0.725,0.44999999999999996,0.717541325629915,0.44999999999999996,0.8199609375,0.6318805700781599,0.3848835085273616,0.09312260653823613
bnci2014_004,cardinal_dynamics,1,37,1,320,0.728125,0.728125,0.45625000000000004,0.7171622761122004,0.45625000000000004,0.823359375,0.6830835091694508,0.4129287816920417,0.11883771978318693
bnci2014_004,cardinal_dynamics,1,47,1,320,0.725,0.7250000000000001,0.4500000000000002,0.7127820162376075,0.44999999999999996,0.8104296875,0.680427343999631,0.4116448627298125,0.12125307545065883
bnci2014_004,cardinal_dynamics,2,7,1,280,0.6035714285714285,0.6035714285714286,0.2071428571428573,0.6027150362388312,0.20714285714285718,0.6388265306122449,0.6674377460320847,0.47435253293624324,0.0229437774845532
bnci2014_004,cardinal_dynamics,2,17,1,280,0.5214285714285715,0.5214285714285714,0.042857142857142705,0.49997334612719224,0.042857142857142816,0.5495408163265306,0.7016129569836528,0.5073288030126926,0.08326607857431685
bnci2014_004,cardinal_dynamics,2,27,1,280,0.5321428571428571,0.5321428571428571,0.06428571428571428,0.48465050930804354,0.06428571428571428,0.601530612244898,0.6995149893142857,0.5060009539776986,0.10474688602345329
bnci2014_004,cardinal_dynamics,2,37,1,280,0.5571428571428572,0.5571428571428572,0.11428571428571432,0.5526695526695526,0.11428571428571432,0.5936224489795918,0.6789478871859563,0.48598612363049504,0.02039542474917002
bnci2014_004,cardinal_dynamics,2,47,1,280,0.5571428571428572,0.5571428571428572,0.11428571428571432,0.5526695526695526,0.11428571428571432,0.6226530612244898,0.674353120463565,0.4810304031221144,0.055317352925028124
bnci2014_004,cardinal_dynamics,3,7,1,320,0.553125,0.5531250000000001,0.10625000000000018,0.52412150708722,0.10624999999999996,0.5404296874999999,0.7229659021727968,0.5250136602929523,0.09257768653333191
bnci2014_004,cardinal_dynamics,3,17,1,320,0.509375,0.509375,0.018750000000000044,0.417649036176699,0.018750000000000044,0.485234375,0.7475531166428298,0.5505053700883448,0.15979067720472814
bnci2014_004,cardinal_dynamics,3,27,1,320,0.471875,0.471875,-0.05625000000000002,0.44453003831181503,-0.05624999999999991,0.5008984375,0.7128567518152197,0.5188826658374648,0.1083680098876357
bnci2014_004,cardinal_dynamics,3,37,1,320,0.546875,0.546875,0.09375,0.5468351710599564,0.09375,0.5582812500000001,0.6957291561260893,0.5018147673674933,0.04738795366138218
bnci2014_004,cardinal_dynamics,3,47,1,320,0.496875,0.496875,-0.006249999999999978,0.39558183460622487,-0.006250000000000089,0.5365234375,0.7126817273852075,0.5184085245942887,0.10108743030577899
bnci2014_004,cardinal_dynamics,4,7,1,320,0.971875,0.971875,0.9437500000000001,0.9718725278588938,0.94375,0.9939453125,0.10489642366894736,0.05558112438750521,0.03213308919221163
bnci2014_004,cardinal_dynamics,4,17,1,320,0.98125,0.98125,0.9624999999999999,0.9812492675495137,0.9625,0.9946484375,0.10167127967408766,0.051067404270261685,0.04192715063691135
bnci2014_004,cardinal_dynamics,4,27,1,320,0.978125,0.978125,0.95625,0.978123077223584,0.95625,0.995234375,0.09454882769635271,0.04862433233803265,0.03452402129769322
bnci2014_004,cardinal_dynamics,4,37,1,320,0.96875,0.96875,0.9375,0.9687487792491895,0.9375,0.993125,0.10325882481029795,0.05554656592183003,0.033508177846670144
bnci2014_004,cardinal_dynamics,4,47,1,320,0.975,0.975,0.95,0.9749990233993515,0.95,0.9954687500000001,0.09329753896148203,0.047552242363931733,0.03198429550975558
bnci2014_004,cardinal_dynamics,5,7,1,320,0.871875,0.871875,0.7437499999999999,0.8703236965653571,0.74375,0.9723046875000001,0.294303592750538,0.17812250062474816,0.042408373206853874
bnci2014_004,cardinal_dynamics,5,17,1,320,0.88125,0.8812500000000001,0.7625000000000002,0.880578252671276,0.7625,0.9608203125000001,0.28749174795702165,0.17276554443531755,0.04171955771744249
bnci2014_004,cardinal_dynamics,5,27,1,320,0.8875,0.8875,0.7749999999999999,0.8866320264525271,0.775,0.9650781249999999,0.2861804188938445,0.1699240211702952,0.025074135512113602
bnci2014_004,cardinal_dynamics,5,37,1,320,0.903125,0.903125,0.8062499999999999,0.90262194343827,0.80625,0.9680859374999999,0.26358861283279306,0.14799038960877114,0.041046397574245934
bnci2014_004,cardinal_dynamics,5,47,1,320,0.85625,0.85625,0.7124999999999999,0.8534798534798536,0.7125,0.968984375,0.33192991345557543,0.1999255667986306,0.038855397328734394
bnci2014_004,cardinal_dynamics,6,7,1,320,0.809375,0.809375,0.6187499999999999,0.8073259567075638,0.61875,0.9187890624999999,0.39979824018218496,0.2567430096046873,0.050463508255779735
bnci2014_004,cardinal_dynamics,6,17,1,320,0.76875,0.76875,0.5375000000000001,0.761444229529336,0.5375,0.9320703124999999,0.43828502560944377,0.2947609555449146,0.049433692358434186
bnci2014_004,cardinal_dynamics,6,27,1,320,0.8625,0.8625,0.7250000000000001,0.8622363116903448,0.725,0.923125,0.3686387877381042,0.2317617933303306,0.07926424499601126
