dataset,model,subjects_averaged,aggregation,accuracy,accuracy_defined_count,balanced_accuracy,balanced_accuracy_defined_count,chance_normalized_balanced_accuracy,chance_normalized_balanced_accuracy_defined_count,macro_f1,macro_f1_defined_count,cohen_kappa,cohen_kappa_defined_count,ovr_macro_auroc,ovr_macro_auroc_defined_count,nll,nll_defined_count,multiclass_brier,multiclass_brier_defined_count,ece,ece_defined_count
local_exp4,atcnet,8,mean_seeds_within_subject_then_mean_subjects,0.8391666666666667,8,0.8391666666666667,8,0.6783333333333335,8,0.8320976919284139,8,0.6783333333333335,8,0.8923055555555557,8,0.33556822504210954,8,0.21233489040538905,8,0.07314228760699433,8
local_exp4,atcnet_aggressive_pool,8,mean_seeds_within_subject_then_mean_subjects,0.8670833333333334,8,0.8670833333333333,8,0.7341666666666666,8,0.8663118353947712,8,0.7341666666666666,8,0.9106944444444445,8,0.2728833168836219,8,0.1734176518036665,8,0.0655729725708564,8
local_exp4,fbcnet,8,mean_seeds_within_subject_then_mean_subjects,0.90625,8,0.90625,8,0.8125000000000001,8,0.9058507513789339,8,0.8125000000000001,8,0.9625833333333332,8,0.2308299268765961,8,0.13677541812031357,8,0.09392543820043406,8
local_exp4,cardinal_fbc,8,mean_seeds_within_subject_then_mean_subjects,0.8983333333333332,8,0.8983333333333332,8,0.7966666666666667,8,0.8977348149108524,8,0.7966666666666667,8,0.956,8,0.2443328982434077,8,0.1469217144811561,8,0.09160519878069559,8
local_exp4,cardinal_fbc_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9066666666666666,8,0.9066666666666667,8,0.8133333333333335,8,0.9062650015829283,8,0.8133333333333335,8,0.9624722222222222,8,0.22994650255913862,8,0.13615017999000087,8,0.09400503565867742,8
local_exp4,cardinal_fbc_corr,8,mean_seeds_within_subject_then_mean_subjects,0.8887499999999999,8,0.8887499999999999,8,0.7775000000000001,8,0.8879125048206298,8,0.7775000000000001,8,0.9534444444444444,8,0.248610516801949,8,0.15175149813462802,8,0.08769473227361838,8
local_exp4,cardinal_fbc_corr_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9033333333333333,8,0.9033333333333333,8,0.8066666666666668,8,0.9027190724856732,8,0.8066666666666666,8,0.9619722222222222,8,0.22887371320973746,8,0.13668866366383162,8,0.08642038568854332,8
local_exp4,cardinal_fbc_compactdyn,8,mean_seeds_within_subject_then_mean_subjects,0.8841666666666665,8,0.8841666666666668,8,0.7683333333333334,8,0.8824886881655721,8,0.7683333333333334,8,0.9536944444444444,8,0.2587583663769576,8,0.16046757963464475,8,0.09379943653941156,8
local_exp4,cardinal_fbc_compactdyn_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9020833333333333,8,0.9020833333333333,8,0.8041666666666667,8,0.9013932320544011,8,0.8041666666666666,8,0.9575277777777778,8,0.23509362493345187,8,0.14172261737237354,8,0.08188031581540903,8
local_exp4,cardinal_fbc_compactdyn_scale010,8,mean_seeds_within_subject_then_mean_subjects,0.8941666666666667,8,0.8941666666666667,8,0.7883333333333333,8,0.8935974976885475,8,0.7883333333333333,8,0.9557777777777778,8,0.24616408957327318,8,0.14830716175660086,8,0.09709908152619998,8
local_exp4,cardinal_fbc_compactdyn_scale010_extended,8,mean_seeds_within_subject_then_mean_subjects,0.91,8,0.91,8,0.8200000000000001,8,0.9096107868372001,8,0.8200000000000001,8,0.9629166666666666,8,0.22697535259609702,8,0.13368459915549633,8,0.09401570091644923,8
local_exp4,cardinal_fbc_compactdyn_scale025,8,mean_seeds_within_subject_then_mean_subjects,0.89625,8,0.89625,8,0.7925,8,0.8958340195765774,8,0.7925,8,0.9574722222222223,8,0.24341653702487626,8,0.14717614047260952,8,0.09442536907891433,8
local_exp4,cardinal_fbc_compactdyn_scale025_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9125,8,0.9125,8,0.825,8,0.9122170054446872,8,0.825,8,0.9642777777777778,8,0.2241230602588322,8,0.13182579985348702,8,0.08610465094447137,8
local_exp4,cardinal_fbc_micro,8,mean_seeds_within_subject_then_mean_subjects,0.8908333333333334,8,0.8908333333333334,8,0.7816666666666667,8,0.8898599457708871,8,0.7816666666666666,8,0.9517222222222224,8,0.2536202319922368,8,0.15299588918909468,8,0.09591361006100974,8
local_exp4,cardinal_fbc_micro_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9075,8,0.9075,8,0.8150000000000001,8,0.9068054730705162,8,0.815,8,0.9634166666666666,8,0.23075980878399782,8,0.13704727772423267,8,0.08853596265117328,8
local_exp4,cardinal_fbc_physical,8,mean_seeds_within_subject_then_mean_subjects,0.895,8,0.895,8,0.7900000000000001,8,0.894420475411984,8,0.7900000000000001,8,0.9522777777777778,8,0.256310711090056,8,0.15504679681025813,8,0.09836695584158102,8
local_exp4,cardinal_fbc_physical_extended,8,mean_seeds_within_subject_then_mean_subjects,0.9079166666666667,8,0.9079166666666667,8,0.8158333333333334,8,0.907334408970947,8,0.8158333333333334,8,0.9637777777777778,8,0.23007113914605246,8,0.13674510579511395,8,0.09178240393598874,8
local_exp4,eegtcnet,8,mean_seeds_within_subject_then_mean_subjects,0.7083333333333333,8,0.7083333333333333,8,0.41666666666666674,8,0.6526017070694016,8,0.4166666666666667,8,0.74075,8,0.4756227864553253,8,0.32692845406889687,8,0.08086735067268212,8
local_exp4,fbmsnet,8,mean_seeds_within_subject_then_mean_subjects,0.9095833333333333,8,0.9095833333333333,8,0.8191666666666668,8,0.9091016601609114,8,0.8191666666666666,8,0.9643055555555555,8,0.2302997192253047,8,0.13563117975131223,8,0.0884181317438682,8
local_exp4,cardinal_fbms,8,mean_seeds_within_subject_then_mean_subjects,0.8920833333333333,8,0.8920833333333333,8,0.7841666666666667,8,0.890836205893197,8,0.7841666666666667,8,0.9500277777777778,8,0.2611040506194898,8,0.15919463840994874,8,0.09447277466456096,8
local_exp4,cardinal_fbms_extended,8,mean_seeds_within_subject_then_mean_subjects,0.90875,8,0.90875,8,0.8175000000000001,8,0.9083247989526798,8,0.8174999999999999,8,0.9639166666666668,8,0.2299928837239522,8,0.1353534553017056,8,0.08653458995123706,8
local_exp4,cardinal_mix,8,mean_seeds_within_subject_then_mean_subjects,0.8212499999999999,8,0.82125,8,0.6425,8,0.8104607239828094,8,0.6425,8,0.8803611111111111,8,0.3917767802697094,8,0.25289840172507083,8,0.11975136592984201,8
local_exp4,cardinal_mix_drop,8,mean_seeds_within_subject_then_mean_subjects,0.8316666666666667,8,0.8316666666666668,8,0.6633333333333334,8,0.8210386423794912,8,0.6633333333333333,8,0.8970555555555556,8,0.3543335743283309,8,0.22868358305985678,8,0.11722092767556509,8
local_exp4,ctnet,8,mean_seeds_within_subject_then_mean_subjects,0.8691666666666666,8,0.8691666666666666,8,0.7383333333333334,8,0.8615775040114017,8,0.7383333333333334,8,0.9187777777777778,8,0.2665622263908701,8,0.17199717597223826,8,0.07212933972477914,8
local_exp4,ctnet_compact,8,mean_seeds_within_subject_then_mean_subjects,0.8291666666666666,8,0.8291666666666666,8,0.6583333333333332,8,0.8202919022667056,8,0.6583333333333333,8,0.8793888888888889,8,0.3356389259160279,8,0.2221680422833172,8,0.08095872762302557,8
local_exp4,eegsym,8,mean_seeds_within_subject_then_mean_subjects,0.62625,8,0.62625,8,0.2525,8,0.5459541036337141,8,0.2525,8,0.6566319444444444,8,0.5595364139778882,8,0.39526164163398614,8,0.07061878355840842,8
local_exp4,eegsym_wide,8,mean_seeds_within_subject_then_mean_subjects,0.8620833333333333,8,0.8620833333333334,8,0.7241666666666666,8,0.8575770056291913,8,0.7241666666666666,8,0.9129722222222223,8,0.2817973609546508,8,0.17989428889373546,8,0.06596946790814401,8
local_exp4,tcformer,8,mean_seeds_within_subject_then_mean_subjects,0.9120833333333334,8,0.9120833333333334,8,0.8241666666666667,8,0.9034800454219578,8,0.8241666666666667,8,0.9525555555555556,8,0.19978555568275486,8,0.12189204335589343,8,0.05696687777837117,8
bnci2014_001,scope,9,mean_seeds_within_subject_then_mean_subjects,0.4358796296296296,9,0.4358796296296296,9,0.2478395061728395,9,0.40117578620243793,9,0.2478395061728395,9,0.7125246484910837,9,1.3957972477134841,9,0.7231114068443327,9,0.19831093751399972,9
bnci2014_001,free_scope,9,mean_seeds_within_subject_then_mean_subjects,0.5520061728395061,9,0.5520061728395061,9,0.4026748971193415,9,0.5297861803464635,9,0.40267489711934157,9,0.7993861096822131,9,1.0915222482978688,9,0.5836072661441566,9,0.1441527928352172,9
bnci2014_001,cardinal,9,mean_seeds_within_subject_then_mean_subjects,0.7010030864197532,9,0.7010030864197531,9,0.6013374485596708,9,0.6930787299883067,9,0.6013374485596708,9,0.9016789551897576,9,0.7571054373065663,9,0.41103325350694403,9,0.08692059809411014,9
bnci2014_001,free_cardinal,9,mean_seeds_within_subject_then_mean_subjects,0.7003086419753086,9,0.7003086419753086,9,0.6004115226337449,9,0.692104469644066,9,0.600411522633745,9,0.9017457561728395,9,0.7604248049956316,9,0.41283346888643146,9,0.08831435113133473,9
bnci2014_001,cardinal_dynamics,9,mean_seeds_within_subject_then_mean_subjects,0.7007716049382715,9,0.7007716049382715,9,0.6010288065843621,9,0.6954041459987818,9,0.6010288065843622,9,0.9006044238683129,9,0.7510373900349081,9,0.40793528570143583,9,0.08226876859035757,9
bnci2014_001,cardinal_dynamics_compact,9,mean_seeds_within_subject_then_mean_subjects,0.6983796296296296,9,0.6983796296296296,9,0.5978395061728395,9,0.6929887892216727,9,0.5978395061728395,9,0.8993655692729767,9,0.7483957589495958,9,0.40678877296596594,9,0.07309029516706496,9
bnci2014_001,cardinal_dynamics_extended,9,mean_seeds_within_subject_then_mean_subjects,0.7060956790123457,9,0.7060956790123457,9,0.608127572016461,9,0.7008729325499694,9,0.608127572016461,9,0.9028627972107911,9,0.7374011056426383,9,0.39988697727749356,9,0.07692532301822931,9
bnci2014_001,cardinal_dynamics_sinc,9,mean_seeds_within_subject_then_mean_subjects,0.7042438271604938,9,0.7042438271604938,9,0.6056584362139917,9,0.6972062172162725,9,0.6056584362139917,9,0.8997724479881115,9,0.7302959368472898,9,0.3968987022777395,9,0.07280159721863858,9
bnci2014_001,cardinal_dynamics_sinc_residual,9,mean_seeds_within_subject_then_mean_subjects,0.7064043209876543,9,0.7064043209876543,9,0.6085390946502058,9,0.7000156989575461,9,0.6085390946502057,9,0.9045488968907178,9,0.7206215965036997,9,0.3932317534284791,9,0.07381899117917558,9
bnci2014_001,cardinal_dynamics_sinc_extended,9,mean_seeds_within_subject_then_mean_subjects,0.7101851851851851,9,0.7101851851851851,9,0.6135802469135802,9,0.7034907852829472,9,0.6135802469135802,9,0.9077428412208506,9,0.7229458713096835,9,0.3931557581784224,9,0.07457586956428892,9
bnci2014_001,eegnet,9,mean_seeds_within_subject_then_mean_subjects,0.47530864197530864,9,0.47530864197530864,9,0.3004115226337448,9,0.40617346544679894,9,0.3004115226337448,9,0.7715686799839965,9,1.0366362019464364,9,0.5630458875141716,9,0.0678646420278115,9
bnci2014_001,shallow,9,mean_seeds_within_subject_then_mean_subjects,0.654398148148148,9,0.654398148148148,9,0.5391975308641975,9,0.6483941319757117,9,0.5391975308641974,9,0.870390374942844,9,0.8720166573942402,9,0.46957278175492323,9,0.09553118797226084,9
bnci2014_001,deep4,9,mean_seeds_within_subject_then_mean_subjects,0.31265432098765433,9,0.31265432098765433,9,0.08353909465020576,9,0.22434356051930232,9,0.08353909465020576,9,0.6452172996684956,9,1.3543725597595393,9,0.7347836189210845,9,0.08668386372105208,9
bnci2014_001,eegconformer,9,mean_seeds_within_subject_then_mean_subjects,0.6180555555555556,9,0.6180555555555556,9,0.4907407407407407,9,0.591990572484523,9,0.49074074074074076,9,0.8419465520690443,9,1.073087475018964,9,0.5344453239988747,9,0.16806600146271566,9
bnci2014_001,eegconformer_compact,9,mean_seeds_within_subject_then_mean_subjects,0.626003086419753,9,0.626003086419753,9,0.5013374485596708,9,0.5985253770761388,9,0.5013374485596709,9,0.843776434613626,9,1.0264033576827964,9,0.5124748483430062,9,0.1550916914931602,9
bnci2014_001,atcnet,9,mean_seeds_within_subject_then_mean_subjects,0.6277006172839507,9,0.6277006172839505,9,0.5036008230452675,9,0.6178963923659766,9,0.5036008230452675,9,0.8480245484682213,9,0.8634936556680264,9,0.4747875492655742,9,0.08772148023370976,9
bnci2014_001,atcnet_aggressive_pool,9,mean_seeds_within_subject_then_mean_subjects,0.619212962962963,9,0.619212962962963,9,0.4922839506172839,9,0.6067258652020862,9,0.4922839506172839,9,0.8404474594192959,9,0.8866005097103196,9,0.48622860024327846,9,0.0915021936742612,9
bnci2014_001,fbcnet,9,mean_seeds_within_subject_then_mean_subjects,0.7456018518518517,9,0.7456018518518519,9,0.6608024691358025,9,0.738639274827919,9,0.6608024691358024,9,0.9240204903978051,9,0.6595169485705117,9,0.3560924729215482,9,0.08983775812120717,9
bnci2014_001,cardinal_fbc,9,mean_seeds_within_subject_then_mean_subjects,0.7499228395061728,9,0.7499228395061728,9,0.6665637860082305,9,0.7422103316843621,9,0.6665637860082305,9,0.9247981681527206,9,0.6552969311893981,9,0.3528669362693206,9,0.09661770471728141,9
bnci2014_001,cardinal_fbc_extended,9,mean_seeds_within_subject_then_mean_subjects,0.7462191358024691,9,0.7462191358024691,9,0.6616255144032921,9,0.7389637382321925,9,0.6616255144032922,9,0.9236518347050754,9,0.6594325556927306,9,0.35543661526054543,9,0.09269645440357704,9
bnci2014_001,cardinal_fbc_corr,9,mean_seeds_within_subject_then_mean_subjects,0.7489197530864199,9,0.7489197530864199,9,0.6652263374485596,9,0.7403386690491444,9,0.6652263374485597,9,0.924861396890718,9,0.6558582720714001,9,0.3535478304645456,9,0.09116949929315367,9
